key,site,transect,img_name,MDS1,MDS2,richness,Shannon,Simpson,Pielou,soft_sediment,shell_debris,cobble,pebble,hard_substrate,anthro_substrate,unknown,filamentous_brown,sargassum,sugar_kelp,green_algae,textured_kelp,other_brown_kelp,red_algae,coralline_algae,kelp_bryozoan,sessile_invert,mobile_invert
2_2,2,2,2022_9_29_11-59-23_168.jpg,1.207277813,0.414604536,5,1.206249821,0.6512,0.749485154,0,0,0,0,4,0,0,34,0,0,0,14,0,46,2,0,0,0
2_2,2,2,2022_9_29_11-59-23_392.jpg,0.660973841,-0.255108155,7,1.608181957,0.7472,0.826442042,2,4,10,12,20,0,10,0,0,0,0,42,0,0,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_192.jpg,0.961089377,0.418925643,6,1.508464337,0.7376,0.841889976,4,0,0,0,0,0,6,34,0,0,0,14,0,34,8,0,0,0
2_2,2,2,2022_9_29_11-59-23_304.jpg,1.039830517,-0.550313076,6,1.140837133,0.605,0.636713327,0,0,2,0,30,0,2,0,0,0,0,40,0,2,4,0,0,2
2_2,2,2,2022_9_29_11-59-23_216.jpg,0.931353824,-0.306369918,5,1.175456968,0.6232,0.730352478,0,0,4,0,16,0,2,0,0,0,0,54,0,24,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_184.jpg,0.809202928,-0.061939295,8,1.570432558,0.7336,0.755218421,8,2,2,0,10,0,2,6,0,0,0,36,0,34,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_112.jpg,0.965500368,-0.269432239,7,1.49705414,0.7224,0.769333641,0,0,6,0,30,0,2,2,0,0,0,40,0,14,6,0,0,0
2_2,2,2,2022_9_29_11-59-23_136.jpg,0.763677198,-0.391814038,7,1.33814329,0.6392,0.687669619,0,0,0,0,6,0,2,0,0,6,2,54,0,24,6,0,0,0
2_2,2,2,2022_9_29_11-59-23_312.jpg,1.201896077,0.17506737,5,1.051752415,0.558933778,0.653490518,2,0,0,0,60,0,0,0,0,0,0,12,0,22,2,0,0,0
2_2,2,2,2022_9_29_11-59-23_64.jpg,1.059521926,-0.275504444,7,1.491783494,0.732,0.766625065,2,0,0,0,34,0,2,16,0,0,0,34,0,10,0,0,2,0
2_2,2,2,2022_9_29_11-59-23_432.jpg,0.841187852,-0.47741303,5,0.976221088,0.477138977,0.606560266,0,0,4,0,6,0,14,0,0,0,0,66,0,4,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_280.jpg,0.690172752,-0.849783007,5,0.690073625,0.3168,0.42876685,0,0,2,0,6,0,0,0,0,8,0,82,0,2,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_344.jpg,0.628069714,-0.337022067,8,1.551660447,0.680549771,0.746190944,8,4,4,8,10,0,10,0,0,0,0,52,0,0,2,0,0,0
2_2,2,2,2022_9_29_11-59-23_224.jpg,1.004482693,-0.359152321,6,1.420167461,0.696180556,0.792610552,0,0,4,0,18,0,0,2,0,0,0,46,0,14,12,0,0,4
2_2,2,2,2022_9_29_11-59-23_296.jpg,0.703555638,-0.450677287,10,1.608952546,0.690545606,0.698759212,2,0,2,0,18,0,4,4,0,6,0,50,0,8,2,0,2,0
2_2,2,2,2022_9_29_11-59-23_328.jpg,0.482398421,-0.22293393,9,1.840643604,0.79583522,0.837713005,6,16,6,4,14,0,10,0,0,0,0,34,0,2,2,0,0,2
2_2,2,2,2022_9_29_11-59-23_176.jpg,0.60962592,-0.208843528,6,1.472150861,0.713869221,0.821623039,6,0,0,0,8,0,6,0,0,8,0,42,0,28,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_240.jpg,0.977866775,-0.803344376,5,0.728233454,0.349021241,0.452476885,0,0,2,0,2,0,0,0,0,0,0,78,0,4,12,0,0,2
2_2,2,2,2022_9_29_11-59-23_144.jpg,0.831019917,0.125946193,6,1.665284126,0.791666667,0.929412767,6,8,0,0,20,0,0,14,0,0,0,18,0,30,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_400.jpg,1.010514475,0.147246242,4,1.204399303,0.643730195,0.868790451,0,0,0,0,50,0,14,0,0,0,0,16,0,14,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_424.jpg,0.912515944,-0.464586373,5,1.119876805,0.5896,0.695818581,0,0,4,0,24,0,12,0,0,0,0,58,0,2,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_352.jpg,0.665773497,0.138295229,7,1.522507808,0.715535194,0.782414239,10,4,2,0,6,0,8,0,0,0,0,24,0,44,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_256.jpg,0.749954019,-0.164670324,8,1.668595044,0.759683465,0.802424599,4,4,4,0,26,0,4,4,0,0,0,36,0,16,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_16.jpg,0.8850947,-0.565228581,6,1.212179418,0.6352,0.676530214,0,4,8,2,38,0,0,0,0,0,0,46,0,2,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_408.jpg,0.842741673,-0.056696371,5,1.234971378,0.66125,0.76733086,0,0,10,4,2,0,32,0,0,0,0,32,0,0,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_0.jpg,0.902591923,-0.454234273,6,1.297478283,0.646397334,0.724136417,4,4,0,0,28,0,0,4,0,0,0,50,0,8,0,0,0,2
2_2,2,2,2022_9_29_11-59-23_152.jpg,1.11692695,0.109055559,6,1.245690478,0.6512,0.695233093,2,0,0,0,24,0,0,2,0,0,0,20,0,50,2,0,0,0
2_2,2,2,2022_9_29_11-59-23_56.jpg,1.041193073,-0.371294498,5,1.315076037,0.687145558,0.817102683,0,0,12,0,34,0,0,4,0,0,0,36,0,6,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_24.jpg,0.973022673,-0.670223911,4,0.933111337,0.5304,0.67309755,8,2,0,0,28,0,0,0,0,0,0,62,0,0,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_288.jpg,0.913718115,-0.083684572,5,1.503507106,0.759683465,0.93418149,0,0,0,0,20,0,0,0,0,8,0,26,0,32,12,0,0,2
2_2,2,2,2022_9_29_11-59-23_368.jpg,0.968986579,-0.524454392,3,0.834498113,0.485630987,0.759592917,0,0,0,0,10,0,22,0,0,0,0,66,0,0,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_208.jpg,0.838609622,-0.176756747,8,1.708260153,0.7656,0.821499484,8,0,2,0,16,0,4,4,0,0,0,40,0,18,8,0,0,0
2_2,2,2,2022_9_29_11-59-23_248.jpg,0.87806664,-0.697600784,8,1.238338513,0.563098709,0.595514944,0,2,0,0,16,0,2,0,0,2,0,62,0,2,8,0,4,0
3_1,3,1,2022_9_29_10-12-09_168.jpg,0.909421549,-0.189718887,6,1.596357292,0.77173913,0.890943969,0,0,13,0,15,0,18,0,0,0,0,33,0,2,11,0,0,0
3_1,3,1,2022_9_29_10-12-09_240.jpg,1.03176955,0.55083082,5,1.201461769,0.628547136,0.74651017,0,0,0,0,53,0,12,0,0,0,1,0,0,21,10,0,0,0
3_1,3,1,2022_9_29_10-12-09_616.jpg,0.59037266,-0.009193467,8,1.838264779,0.818877551,0.884018494,0,8,0,0,20,0,18,0,0,4,0,19,0,10,3,0,0,0
3_1,3,1,2022_9_29_10-12-09_368.jpg,0.520114185,1.025878755,4,1.137640673,0.669115396,0.820634278,0,0,0,0,0,0,28,0,0,0,37,0,0,33,1,0,0,1
3_1,3,1,2022_9_29_10-12-09_304.jpg,0.896474738,0.201610877,9,1.767341407,0.800362155,0.804351738,0,1,3,0,26,0,20,21,0,0,2,14,0,6,1,0,0,0
3_1,3,1,2022_9_29_10-12-09_328.jpg,0.690110807,0.200350573,8,1.838208528,0.816189236,0.883991443,0,0,0,0,27,0,22,3,0,8,2,12,0,14,8,0,0,0
3_1,3,1,2022_9_29_10-12-09_136.jpg,1.005821782,-0.669659954,5,0.843646464,0.4392,0.52418702,0,0,0,0,20,0,4,0,0,0,0,72,0,2,2,0,0,0
3_1,3,1,2022_9_29_10-12-09_408.jpg,0.410397401,1.142147014,4,0.910167795,0.4818,0.656547282,0,0,4,0,0,0,9,0,0,0,69,0,0,18,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_544.jpg,0.735992877,0.112618797,9,1.905833576,0.832986256,0.86738224,1,0,0,0,20,0,9,1,0,4,10,20,0,22,11,0,0,0
3_1,3,1,2022_9_29_10-12-09_96.jpg,0.755134189,-0.295218582,9,1.563593721,0.692847442,0.71162217,1,0,9,0,12,0,7,1,0,2,0,48,0,11,3,0,0,0
3_1,3,1,2022_9_29_10-12-09_680.jpg,0.891586538,-0.251361169,5,1.332806072,0.695847363,0.828118973,0,0,5,0,31,0,17,0,0,0,0,41,0,5,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_576.jpg,0.79298195,0.33628879,8,1.782797821,0.7816,0.857344525,0,0,0,0,39,0,14,5,0,4,9,8,0,16,5,0,0,0
3_1,3,1,2022_9_29_10-12-09_736.jpg,0.926895825,-0.073165359,6,1.405841702,0.71118153,0.784615193,0,0,7,0,39,0,17,0,0,0,1,26,0,4,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_440.jpg,0.600272102,1.046898249,5,1.29075476,0.673,0.801991025,0,0,0,0,8,0,39,0,6,0,40,0,0,7,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_672.jpg,0.914093614,0.591193625,5,1.139908754,0.619325281,0.708265131,0,0,5,0,37,0,47,0,0,2,0,0,0,7,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_40.jpg,1.017743637,-0.259722132,5,1.360869255,0.7214,0.84555561,0,0,33,0,27,0,8,0,0,0,0,30,0,2,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_336.jpg,0.22820136,-0.326725472,8,1.778541376,0.81190584,0.855297608,0,1,0,0,25,0,17,2,0,18,0,17,0,11,3,0,0,0
3_1,3,1,2022_9_29_10-12-09_688.jpg,0.484358428,0.190257245,10,1.820890991,0.796897507,0.79080291,1,0,3,2,20,0,32,0,0,10,1,11,0,13,2,0,0,3
3_1,3,1,2022_9_29_10-12-09_744.jpg,1.096493061,-0.197939823,4,1.06240157,0.584852431,0.766360738,0,0,0,0,55,0,10,0,0,0,0,26,0,5,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_296.jpg,0.851653379,0.011451632,10,1.837208277,0.805839002,0.797889417,0,1,0,1,23,1,20,7,0,5,2,18,0,0,6,0,0,0
3_1,3,1,2022_9_29_10-12-09_712.jpg,0.194816765,-0.989145959,6,1.095722287,0.584201389,0.611534252,0,0,0,1,54,1,29,0,0,8,0,0,0,3,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_200.jpg,0.415293193,0.313003239,9,1.951157805,0.841579861,0.888010186,0,0,6,0,20,0,19,2,0,15,0,3,0,15,14,0,2,2
3_1,3,1,2022_9_29_10-12-09_400.jpg,0.396946851,1.225543298,3,0.827543,0.4854,0.7532621,0,0,0,0,0,0,24,0,0,0,67,0,0,9,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_528.jpg,0.95445321,-0.794258944,6,0.947761993,0.469804248,0.52895604,1,0,0,0,8,0,3,0,0,1,0,69,0,0,16,0,0,0
3_1,3,1,2022_9_29_10-12-09_112.jpg,0.895906545,0.563175865,5,1.288047028,0.676586247,0.800308616,0,0,4,0,45,0,19,0,0,0,0,0,0,25,4,0,0,0
3_1,3,1,2022_9_29_10-12-09_432.jpg,0.35186917,1.396306022,3,0.50057062,0.2504,0.455639014,0,0,0,0,0,0,6,0,0,0,86,0,0,8,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_152.jpg,0.763136287,0.449447978,6,1.625172629,0.776655443,0.907026114,0,0,18,0,10,0,34,0,0,0,0,10,0,22,5,0,0,1
3_1,3,1,2022_9_29_10-12-09_472.jpg,0.405461432,0.204810566,9,2.009513632,0.841954903,0.914569067,0,5,0,0,28,0,10,3,0,11,11,6,0,17,8,0,0,0
3_1,3,1,2022_9_29_10-12-09_304.jpg,0.896474738,0.201610877,9,1.767341407,0.800362155,0.804351738,0,1,3,0,26,0,20,21,0,0,2,14,0,6,1,0,0,0
3_1,3,1,2022_9_29_10-12-09_256.jpg,0.469659238,-0.622000427,8,1.419078403,0.671689751,0.682432458,0,0,0,0,16,0,10,0,0,14,0,49,0,2,2,1,1,0
3_1,3,1,2022_9_29_10-12-09_32.jpg,0.580237502,-0.471767052,7,1.647139176,0.771345273,0.846462092,0,0,0,0,15,0,17,1,0,10,0,37,0,4,14,0,0,0
3_1,3,1,2022_9_29_10-12-09_144.jpg,1.029210208,0.58120904,3,0.962706626,0.585068412,0.876293334,0,0,0,0,43,0,29,0,0,0,0,0,0,10,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_704.jpg,0.727153333,0.646036562,5,1.469969396,0.739619377,0.913343338,0,0,7,0,11,0,27,0,0,0,0,0,0,16,7,0,0,0
3_1,3,1,2022_9_29_10-12-09_216.jpg,0.857292769,-0.440780083,8,1.444040528,0.6754,0.694436703,2,0,7,1,21,0,10,0,0,0,0,51,0,1,7,0,0,0
3_1,3,1,2022_9_29_10-12-09_72.jpg,0.95141819,-0.709581055,5,0.811197352,0.3996,0.504025253,0,0,0,0,13,0,7,0,0,1,0,76,0,0,3,0,0,0
3_1,3,1,2022_9_29_10-12-09_504.jpg,0.172153976,-0.176643966,10,2.108612768,0.864130435,0.91575889,1,0,9,2,7,0,8,0,0,15,11,21,0,10,8,0,0,0
3_1,3,1,2022_9_29_10-12-09_640.jpg,0.953009994,-0.252785941,6,1.323740573,0.69140625,0.738793681,0,0,1,0,34,0,17,0,0,0,0,37,0,5,0,2,0,0
3_1,3,1,2022_9_29_10-12-09_376.jpg,0.868070149,0.775985661,5,1.105778381,0.569125599,0.687058738,0,0,0,0,6,0,0,0,0,3,60,7,0,23,0,0,0,1
3_1,3,1,2022_9_29_10-12-09_104.jpg,0.925953669,-0.152012187,6,1.508601541,0.748290991,0.841966551,0,0,0,0,30,0,15,0,0,1,0,34,0,11,8,0,0,1
3_1,3,1,2022_9_29_10-12-09_176.jpg,0.838746456,-0.091230066,7,1.552770126,0.746980425,0.797965994,0,0,3,0,21,0,33,0,0,3,0,29,0,5,4,0,0,0
3_1,3,1,2022_9_29_10-12-09_24.jpg,0.879868381,-0.462495279,5,0.938997346,0.5566,0.583431855,0,0,0,0,1,0,48,0,0,3,0,46,0,2,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_0.jpg,0.85031513,-0.365269678,6,1.212795643,0.61239239,0.676874136,1,0,4,0,14,0,20,0,0,0,0,55,0,3,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_728.jpg,1.155755461,-0.091185216,4,1.058588132,0.6132,0.763609925,0,0,0,0,53,0,23,0,0,0,0,23,0,1,0,0,0,0
3_1,3,1,2022_9_29_10-12-09_344.jpg,0.986177551,0.043352237,7,1.524674242,0.749565972,0.783527566,1,0,0,0,30,0,30,0,0,1,0,20,0,5,9,0,0,0
3_1,3,1,2022_9_29_10-12-09_312.jpg,0.916332316,-0.532919351,7,1.32235156,0.606156692,0.679554275,0,0,2,0,12,0,8,6,0,0,2,52,0,0,5,0,0,0
3_1,3,1,2022_9_29_10-12-09_392.jpg,0.714091755,0.917617444,9,1.285815579,0.580946181,0.585199889,1,1,0,0,8,0,3,2,0,2,59,0,0,17,3,0,0,0
3_1,3,1,2022_9_29_10-12-09_584.jpg,0.953501196,-0.080707587,8,1.704021369,0.7936,0.81946106,2,0,0,0,24,0,15,2,0,1,0,26,0,7,23,0,0,0
3_1,3,1,2022_9_29_10-12-09_88.jpg,0.959251141,-0.119205022,4,1.288447453,0.707413578,0.929418375,0,0,0,0,34,0,22,0,0,0,0,33,0,9,0,0,0,2
3_1,3,1,2022_9_29_10-12-09_592.jpg,-0.109271468,-0.054929046,9,1.953687608,0.843327863,0.889161549,8,15,0,0,14,0,14,0,0,21,1,1,0,9,6,0,0,0
3_1,3,1,2022_9_29_10-12-09_488.jpg,0.728678958,0.6364764,7,1.633489786,0.780023781,0.839447693,0,0,0,0,15,0,18,0,4,0,19,3,0,27,1,0,0,0
3_2,3,2,2022_9_29_10-35-25_384.jpg,0.113422388,-0.394450884,8,1.706927385,0.764681383,0.820858558,2,16,10,14,40,0,0,0,0,8,0,6,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_216.jpg,0.900476053,-0.314813955,6,1.391074806,0.6875,0.776373632,0,0,2,0,14,0,22,0,0,0,0,46,0,4,0,0,8,0
3_2,3,2,2022_9_29_10-35-25_152.jpg,1.073494624,-0.765760225,5,0.799858506,0.376,0.496980032,0,0,0,0,10,0,0,6,0,0,0,78,0,2,4,0,0,0
3_2,3,2,2022_9_29_10-35-25_416.jpg,1.190721449,-0.423598239,3,0.859632329,0.5192,0.782471067,0,0,0,0,62,0,8,0,0,0,0,30,0,0,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_392.jpg,0.758748247,-0.345768119,7,1.49507055,0.716145833,0.768314278,0,0,8,8,34,0,2,0,0,4,0,36,0,4,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_256.jpg,0.943776841,-0.269079172,5,1.140250786,0.629135802,0.708477647,0,0,2,0,10,0,36,0,0,0,0,40,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_40.jpg,0.888793613,-0.294355063,4,1.05411046,0.596,0.760379966,24,0,2,0,0,0,0,0,0,0,0,56,0,18,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_104.jpg,1.037744709,-0.671704082,3,0.764531436,0.465116279,0.695906503,0,0,0,0,24,0,4,0,0,0,0,58,0,0,0,0,0,4
3_2,3,2,2022_9_29_10-35-25_8.jpg,0.404066592,-0.056918434,6,1.608585369,0.7736,0.897768588,14,16,0,24,0,0,8,0,0,0,0,34,0,4,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_336.jpg,1.079311036,-0.68154081,3,0.728666642,0.4408,0.663260961,0,0,0,0,26,0,0,0,0,0,0,70,0,4,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_464.jpg,0.988344773,-0.636199811,6,1.032588819,0.562962963,0.576298793,0,0,2,0,32,0,0,2,0,2,0,50,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_176.jpg,1.113324579,-0.31161653,4,1.303616278,0.708871304,0.94036037,0,0,0,0,30,0,0,0,0,0,0,38,0,16,14,0,0,2
3_2,3,2,2022_9_29_10-35-25_272.jpg,0.199554905,-0.15573286,9,1.851911493,0.809085992,0.842841243,2,20,12,2,0,0,4,0,0,8,2,26,0,10,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_280.jpg,0.708743276,-0.295121194,7,1.372400312,0.646701389,0.705274245,0,4,2,4,10,0,20,0,0,0,0,52,0,4,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_160.jpg,0.971075194,-0.651268301,6,0.996926091,0.4784,0.556395045,0,0,0,0,16,0,0,4,0,2,0,70,0,6,2,0,0,0
3_2,3,2,2022_9_29_10-35-25_352.jpg,0.68666275,-0.297092909,5,1.406480181,0.71887732,0.873895271,0,18,0,0,20,0,4,0,0,0,0,40,0,12,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_360.jpg,0.701980378,-0.403728016,8,1.520537779,0.679752066,0.731224104,2,8,4,0,14,0,2,0,0,0,0,46,0,8,4,0,0,2
3_2,3,2,2022_9_29_10-35-25_32.jpg,0.550858941,0.336748051,7,1.732312737,0.788837984,0.890232644,22,8,8,4,12,0,0,0,0,0,0,10,0,34,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_312.jpg,0.715288301,-0.194355382,7,1.520346103,0.709750567,0.781303342,2,0,2,8,14,0,12,0,0,0,0,40,0,6,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_248.jpg,0.935010458,0.113844089,7,1.708207093,0.788088643,0.877844794,0,0,14,0,26,0,6,0,0,0,0,14,0,10,4,0,2,0
3_2,3,2,2022_9_29_10-35-25_480.jpg,0.926171932,-0.027048081,6,1.375182144,0.715535194,0.767503768,0,2,0,0,32,0,4,0,0,0,2,28,0,30,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_304.jpg,0.716095626,-0.285928081,6,1.270158103,0.628338615,0.708888734,0,2,4,12,4,0,20,0,0,0,0,52,0,0,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_424.jpg,0.879456597,-0.630772504,5,0.740915875,0.339506173,0.460356916,0,0,2,0,4,0,6,0,0,0,0,58,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_376.jpg,0.353655946,0.16732002,10,1.930603369,0.819658476,0.83845039,4,18,4,12,30,0,2,0,0,2,2,8,0,16,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_192.jpg,1.022955653,-0.55235265,6,1.268675349,0.6536,0.708061194,4,0,4,0,40,0,2,0,0,0,0,42,0,0,8,0,0,0
3_2,3,2,2022_9_29_10-35-25_240.jpg,0.972898236,-0.218556618,6,1.370457817,0.6896,0.764867071,0,0,2,0,42,0,8,0,0,0,0,34,0,10,4,0,0,0
3_2,3,2,2022_9_29_10-35-25_432.jpg,1.020265205,-0.705258236,4,0.693593498,0.381852552,0.50032195,0,0,0,0,18,0,2,0,0,0,0,70,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_120.jpg,0.710794819,-0.769645388,5,0.734058914,0.3456,0.456096447,6,10,0,0,2,0,0,0,0,0,0,80,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_16.jpg,0.49254116,-0.280074214,6,1.422066545,0.66972095,0.793670451,10,14,0,10,0,0,6,0,0,0,0,52,0,6,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_80.jpg,0.78299819,-0.488616302,7,1.334636476,0.654594839,0.685867473,12,2,0,0,24,0,4,0,0,2,0,48,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_88.jpg,1.003779483,-0.883104226,3,0.39238414,0.1848,0.357163436,4,0,0,0,6,0,0,0,0,0,0,90,0,0,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_328.jpg,0.463839109,-0.565878105,7,1.416358103,0.667355372,0.727864082,4,0,2,0,16,0,6,0,0,12,0,46,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_112.jpg,0.99375211,-0.732035795,4,0.583710848,0.2824,0.421058373,0,0,0,0,10,0,2,0,0,0,0,84,0,4,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_440.jpg,0.799287315,-0.371267711,6,1.257313152,0.594916171,0.701719831,0,0,4,0,10,0,12,0,0,0,4,52,0,4,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_320.jpg,0.751705093,-0.270585031,7,1.375962448,0.657024793,0.707104821,0,2,4,2,10,0,20,0,0,0,0,46,0,4,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_0.jpg,0.56123888,-0.193075126,7,1.545478037,0.7384,0.794218602,32,8,0,14,4,0,4,0,0,0,0,36,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_24.jpg,0.679482146,0.265353668,8,1.612459776,0.75635152,0.775429241,30,4,2,2,8,0,0,0,0,0,2,18,0,32,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_136.jpg,0.933720352,-0.231649395,6,1.440217936,0.7184,0.803800935,14,0,10,0,40,0,4,0,0,0,0,30,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_168.jpg,0.704958127,-0.652760147,7,1.499903772,0.711720227,0.770798062,0,0,0,0,26,0,0,8,0,8,4,40,0,4,2,0,0,2
3_2,3,2,2022_9_29_10-35-25_184.jpg,1.102033863,-0.1737841,3,1.077871785,0.6536,0.98112118,0,0,0,0,24,0,0,0,0,0,0,38,0,38,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_472.jpg,0.289358784,-0.445372756,6,1.528365873,0.735174287,0.852997235,0,0,4,0,12,0,6,0,0,20,0,40,0,12,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_200.jpg,1.050167959,-0.426681194,5,1.234555789,0.656,0.76707264,0,0,0,0,34,0,2,0,0,0,0,46,0,10,8,0,0,0
3_2,3,2,2022_9_29_10-35-25_288.jpg,0.655100823,-0.003313886,7,1.724811066,0.8025,0.886377548,0,2,14,12,14,0,12,0,0,0,0,24,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_448.jpg,0.601385405,-0.653534769,6,1.332917894,0.670360111,0.743915641,0,4,0,0,26,0,4,0,0,6,2,34,0,0,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_264.jpg,0.522921061,-0.149720538,8,1.746894761,0.779513889,0.840078803,0,10,10,4,10,0,20,0,0,0,4,36,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_72.jpg,0.412600897,-0.397597657,7,1.485650995,0.7232,0.763473584,28,18,2,0,0,0,0,0,0,4,2,40,0,6,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_96.jpg,0.7215508,-0.839874586,3,0.852750987,0.498868266,0.776207399,0,0,0,0,22,0,0,0,0,10,0,62,0,0,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_208.jpg,0.877173595,0.129379976,5,1.453957532,0.729741965,0.903394608,0,0,8,0,40,0,12,0,0,0,0,18,0,16,0,0,0,2
3_2,3,2,2022_9_29_10-35-25_64.jpg,0.635478026,-0.559224678,7,1.328237285,0.645925926,0.682578939,26,2,0,4,6,0,0,0,0,4,0,46,0,2,0,0,0,0
3_2,3,2,2022_9_29_10-35-25_344.jpg,0.961823516,0.205082125,6,1.421676293,0.685595568,0.793452647,0,0,6,0,38,0,6,0,0,0,0,10,0,14,2,0,0,0
3_3,3,3,2022_9_29_10-54-18_16.jpg,0.592901626,-0.373495341,7,1.395751247,0.6288,0.717274252,12,4,0,0,6,0,10,0,0,4,0,58,0,6,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_48.jpg,0.51118325,-0.125094543,8,1.604870056,0.7312,0.771779357,8,2,0,12,2,0,22,0,0,4,0,44,0,6,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_184.jpg,0.551473891,-0.405688221,6,1.297111987,0.6375,0.723931984,14,12,0,2,0,0,2,0,0,0,0,44,0,6,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_80.jpg,0.928769485,-0.914843653,2,0.278769372,0.1472,0.40217919,0,0,0,8,0,0,0,0,0,0,0,92,0,0,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_192.jpg,0.857246811,-0.34281259,6,1.244954344,0.619791667,0.694822249,0,0,2,2,20,0,6,0,0,0,0,54,0,12,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_168.jpg,0.18803105,0.546676909,7,1.549013551,0.701388889,0.796035496,48,10,0,14,0,0,8,0,0,0,4,6,0,6,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_176.jpg,0.295862526,-0.10848737,8,1.631842797,0.747849706,0.784750504,38,14,2,8,0,0,2,0,0,4,0,22,0,4,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_24.jpg,0.831077922,-0.376817761,5,1.236283577,0.619741774,0.768146175,10,0,0,0,16,0,12,0,0,0,0,56,0,4,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_8.jpg,0.594327114,0.589221353,7,1.376898185,0.6392,0.707585695,56,6,0,4,12,0,16,0,0,0,0,2,0,4,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_200.jpg,0.689494071,-0.39914912,5,1.320902081,0.684,0.820722608,2,14,0,0,16,0,20,0,0,0,0,48,0,0,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_88.jpg,0.553086268,-0.15591346,7,1.517142727,0.692211579,0.779657132,8,6,0,8,2,0,12,0,0,0,0,50,0,12,0,0,0,0
3_3,3,3,2022_9_29_10-54-18_0.jpg,0.572292106,0.517153889,6,1.37436963,0.6568,0.767050295,54,0,4,14,0,0,4,0,0,0,0,12,0,12,0,0,0,0
