key,site,transect,img_name,MDS1,MDS2,richness,Shannon,Simpson,Pielou,soft_sediment,shell_debris,cobble,pebble,hard_substrate,anthro_substrate,unknown,filamentous_brown,sargassum,sugar_kelp,green_algae,textured_kelp,other_brown_kelp,red_algae,coralline_algae,kelp_bryozoan,sessile_invert,mobile_invert
1_2,1,2,2022_10_06_14-05-43_192.jpg,-0.817487118,-0.238628875,7,1.156686918,0.573068339,0.59441949,0,20,0,1,0,0,3,0,0,59,11,0,0,1,0,2,0,0
1_2,1,2,2022_10_06_14-05-43_232.jpg,-0.898869508,-0.507597074,7,0.562840703,0.2224,0.289242904,1,4,1,2,0,0,3,0,0,88,0,0,0,1,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_392.jpg,-0.945204137,-0.513391419,4,0.471032579,0.2184,0.339778183,0,8,0,0,0,0,0,0,0,88,2,0,0,2,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_184.jpg,-0.708090269,-0.603138193,5,0.71267491,0.349229488,0.442809818,1,10,0,0,0,0,0,0,0,78,1,8,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_224.jpg,-0.837401799,-0.316759375,6,0.981156786,0.462493075,0.547594028,0,4,13,5,0,0,4,0,0,68,1,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_264.jpg,-0.654515775,-0.238335333,6,1.292390502,0.62728293,0.721296873,12,17,8,0,0,0,4,0,0,56,2,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_376.jpg,-1.010706701,-0.203827598,5,1.005846296,0.5568,0.624967442,2,0,0,0,0,0,0,0,0,58,32,0,0,6,0,2,0,0
1_2,1,2,2022_10_06_14-05-43_288.jpg,-0.73875844,-0.688541294,7,0.867736521,0.406497293,0.44592836,1,0,0,0,14,0,0,0,0,74,1,0,0,4,0,1,0,2
1_2,1,2,2022_10_06_14-05-43_160.jpg,-0.923974793,-0.480868819,5,0.604609759,0.288872356,0.375665165,0,11,2,2,0,0,0,0,0,81,0,0,0,0,0,1,0,0
1_2,1,2,2022_10_06_14-05-43_200.jpg,-0.82324431,-0.408184786,7,0.835740333,0.403484409,0.429485572,1,15,0,0,0,0,1,0,0,67,2,0,0,2,0,1,0,0
1_2,1,2,2022_10_06_14-05-43_32.jpg,-0.674887009,-0.010716856,7,1.336362625,0.6934,0.686754538,0,21,1,2,0,0,33,0,0,39,1,0,0,0,0,3,0,0
1_2,1,2,2022_10_06_14-05-43_384.jpg,-0.908887677,-0.530007203,4,0.53876147,0.252,0.38863425,0,8,0,0,0,0,0,0,0,86,0,0,0,4,0,2,0,0
1_2,1,2,2022_10_06_14-05-43_136.jpg,-0.881496462,-0.528324225,6,0.622192377,0.3076,0.347252177,1,14,0,0,0,0,1,0,0,82,0,1,0,0,0,1,0,0
1_2,1,2,2022_10_06_14-05-43_328.jpg,-0.869428012,-0.464457796,7,0.716157345,0.303719008,0.368032072,0,7,0,1,0,0,2,0,0,73,1,0,0,2,0,2,0,0
1_2,1,2,2022_10_06_14-05-43_128.jpg,-0.462507175,-0.648172548,6,1.002923227,0.5156,0.55974211,0,2,11,0,0,0,1,0,0,66,1,19,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_352.jpg,-0.598250273,-0.159671659,8,1.364485792,0.616509695,0.656178962,5,9,0,8,0,0,1,0,0,56,3,0,0,12,0,1,0,0
1_2,1,2,2022_10_06_14-05-43_280.jpg,-1.059765848,-0.498914119,4,0.43006555,0.201,0.310226718,0,1,0,0,0,0,2,0,0,89,8,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_248.jpg,-0.73439886,-0.358754841,7,1.020985556,0.457517701,0.524682785,5,6,5,0,0,0,9,0,0,71,1,0,0,0,0,1,0,2
1_2,1,2,2022_10_06_14-05-43_336.jpg,-1.128020432,-0.488297579,3,0.401345309,0.2134,0.365320244,0,1,0,0,0,0,0,0,0,88,11,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_360.jpg,-0.905362003,-0.313437006,4,0.901899037,0.4728,0.650582634,0,16,4,0,0,0,0,0,0,70,10,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_88.jpg,-0.99161159,-0.547115877,2,0.366924991,0.2112,0.529360865,0,12,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_208.jpg,-0.874662435,-0.204943058,5,1.168151494,0.607625744,0.725813332,0,16,15,0,0,0,0,0,0,49,4,0,0,0,0,2,0,0
1_2,1,2,2022_10_06_14-05-43_64.jpg,-0.818719653,-0.434069867,5,0.690118256,0.321046373,0.428794581,2,3,2,0,0,0,9,0,0,71,0,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_320.jpg,-0.947946724,-0.503205868,5,0.59508451,0.2552,0.369746795,0,5,0,3,0,0,3,0,0,86,0,0,0,0,0,3,0,0
1_2,1,2,2022_10_06_14-05-43_56.jpg,-0.678694524,-0.263630487,6,1.127913213,0.554253472,0.62950035,1,15,6,2,0,0,11,0,0,61,0,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_48.jpg,-0.777691612,-0.37814437,8,0.900267173,0.406955682,0.432936995,1,8,1,1,0,0,9,0,0,69,1,0,0,0,0,1,0,0
1_2,1,2,2022_10_06_14-05-43_296.jpg,-0.902499599,-0.550018864,5,0.50876516,0.223865056,0.316113567,0,1,0,0,0,0,7,0,0,86,0,0,0,2,0,2,0,2
1_2,1,2,2022_10_06_14-05-43_312.jpg,-0.899206078,-0.455403088,6,0.648149818,0.289879217,0.361739301,1,9,0,1,0,0,2,0,0,82,3,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_80.jpg,-0.733769996,-0.286702205,7,1.041425621,0.491219008,0.5351869,1,10,1,1,0,0,10,0,0,61,4,0,0,0,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_256.jpg,-0.640815193,-0.254317212,7,1.406899043,0.656809663,0.723003086,12,16,6,1,0,0,5,0,0,53,0,0,0,0,0,5,0,0
1_2,1,2,2022_10_06_14-05-43_432.jpg,-0.916956238,-0.458918661,6,0.721073022,0.3308,0.402438516,0,1,0,0,2,0,1,0,0,81,10,0,0,5,0,0,0,0
1_2,1,2,2022_10_06_14-05-43_344.jpg,-0.814818892,-0.298755016,8,1.024932614,0.4388,0.4928884,0,6,3,8,0,0,1,0,0,74,4,0,0,3,0,1,0,0
1_2,1,2,2022_10_06_14-05-43_0.jpg,-0.320189526,-0.591910186,6,1.28911772,0.641,0.719470298,0,10,2,4,0,0,0,0,0,53,0,25,0,0,0,6,0,0
1_2,1,2,2022_10_06_14-05-43_152.jpg,-1.07604997,-0.61924425,4,0.392379177,0.16691358,0.283041746,0,2,0,0,0,0,0,0,0,82,0,0,0,0,2,4,0,0
1_2,1,2,2022_10_06_14-05-43_272.jpg,-0.644487399,-0.263878474,9,1.396653594,0.6068,0.635644443,6,15,4,1,0,0,5,0,0,60,3,0,0,2,0,4,0,0
1_2,1,2,2022_10_06_14-05-43_368.jpg,-0.983214219,-0.562884,4,0.640033382,0.3136,0.461686493,0,6,0,0,0,0,2,0,0,82,0,0,0,0,0,10,0,0
1_2,1,2,2022_10_06_14-05-43_240.jpg,-0.890518438,-0.487580952,5,0.569763296,0.268748087,0.35401384,0,3,0,1,0,0,10,0,0,84,0,0,0,0,0,1,0,1
1_2,1,2,2022_10_06_14-05-43_424.jpg,-0.960649955,-0.202866322,6,1.009910963,0.5466,0.56364204,1,1,0,0,0,0,0,0,0,61,27,0,0,9,0,1,0,0
1_3,1,3,2022_10_06_14-23-32_248.jpg,-1.107416614,-0.636170665,2,0.099623389,0.03998334,0.14372617,0,0,2,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_200.jpg,-0.873959903,-0.689928091,5,0.700645377,0.313148789,0.43533545,0,0,0,0,0,0,0,0,0,56,2,4,0,0,2,0,4,0
1_3,1,3,2022_10_06_14-23-32_160.jpg,-0.808800544,-0.349523075,8,1.072431377,0.472098765,0.515730477,2,2,12,0,0,0,4,0,0,64,2,0,0,2,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_176.jpg,-0.789864489,-0.30022052,6,1.067631697,0.512287335,0.595856595,0,8,14,2,0,0,0,0,0,62,2,0,0,4,0,0,0,2
1_3,1,3,2022_10_06_14-23-32_136.jpg,-1.064246714,-0.560832608,2,0.299959552,0.161975309,0.432750159,0,0,8,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_0.jpg,-0.740150073,-0.267377209,7,1.175815019,0.539775094,0.604249389,0,16,4,4,0,0,0,0,0,64,4,0,0,4,0,2,0,0
1_3,1,3,2022_10_06_14-23-32_192.jpg,-0.945697586,-0.589900455,4,0.488293503,0.22,0.352229308,2,0,0,0,0,0,0,0,0,88,0,0,0,6,0,0,4,0
1_3,1,3,2022_10_06_14-23-32_240.jpg,-0.339899265,-0.567804493,6,1.166690348,0.587962963,0.651142281,0,6,0,2,0,0,2,0,0,42,2,18,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_376.jpg,-1.005053336,-0.240760191,6,0.962545039,0.5065625,0.537206615,2,2,0,0,0,0,2,0,0,52,21,0,0,0,0,1,0,1
1_3,1,3,2022_10_06_14-23-32_24.jpg,-0.63409882,-0.510672272,6,1.042757766,0.5032,0.58197419,0,16,2,4,0,0,0,0,0,68,0,8,0,0,0,2,0,0
1_3,1,3,2022_10_06_14-23-32_224.jpg,-0.646975913,-0.444375326,6,1.24631274,0.619794484,0.695580384,0,8,2,2,0,0,0,0,0,48,20,6,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_264.jpg,-0.891182322,-0.500195761,4,0.531541755,0.258680556,0.383426327,0,10,2,0,0,0,0,0,0,82,0,0,0,2,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_8.jpg,-0.580826337,-0.194985284,7,1.240472211,0.6096,0.637476613,0,8,4,2,0,0,2,0,0,56,2,0,0,26,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_96.jpg,-0.620568192,-0.343918001,6,1.377007662,0.649162517,0.768522609,0,10,10,4,0,0,0,0,0,52,12,6,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_256.jpg,-0.697092752,0.059722335,6,1.522692536,0.744834711,0.849830885,0,14,10,2,0,0,0,0,0,34,22,0,0,6,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_152.jpg,-0.729711603,-0.247117591,7,1.272608905,0.576527853,0.653991607,0,8,8,2,0,0,8,0,0,54,2,0,0,0,0,4,0,0
1_3,1,3,2022_10_06_14-23-32_40.jpg,-1.156045923,-0.162760337,4,0.97432981,0.565656566,0.702830392,0,0,24,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_216.jpg,-0.913113159,-0.343593633,7,0.988611393,0.43158464,0.508045756,0,2,8,4,2,0,0,0,0,64,4,0,0,0,0,0,2,0
1_3,1,3,2022_10_06_14-23-32_64.jpg,-0.720130034,-0.223089762,7,1.236539654,0.597107438,0.635455678,0,16,12,2,0,0,2,0,0,52,2,0,0,2,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_88.jpg,-0.900930778,-0.49035863,5,0.566487357,0.2528,0.351978385,0,8,2,2,0,0,0,0,0,86,0,0,0,2,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_32.jpg,-0.870880806,-0.354516476,4,0.821384841,0.414256198,0.592503918,0,10,8,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_280.jpg,-0.623317208,-0.066592338,8,1.503358167,0.7064,0.722962457,2,32,6,8,0,0,6,0,0,42,2,0,0,0,0,0,2,0
1_3,1,3,2022_10_06_14-23-32_48.jpg,-0.397357496,-0.131054099,8,1.619704359,0.733369389,0.778913149,2,10,8,4,0,0,0,0,0,38,2,4,0,18,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_120.jpg,-0.868662904,-0.307045226,6,0.815354484,0.383838384,0.455058002,1,1,0,0,1,0,8,0,0,51,4,0,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_184.jpg,-0.505389076,-0.636988594,6,0.941654143,0.459259259,0.525547184,0,2,0,4,0,0,2,0,0,64,0,16,0,0,0,2,0,0
1_3,1,3,2022_10_06_14-23-32_128.jpg,-0.726634475,-0.431526042,6,0.834005511,0.382965431,0.465467338,2,10,0,0,1,0,6,0,0,76,0,0,0,3,0,0,0,1
1_3,1,3,2022_10_06_14-23-32_168.jpg,-1.043054815,-0.421175674,3,0.447062054,0.224609375,0.406933419,0,0,6,2,0,0,0,0,0,56,0,0,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_272.jpg,-1.100366859,-0.417686957,4,0.6535626,0.350384789,0.471445761,0,2,0,0,0,0,0,0,0,74,16,0,0,0,0,0,2,0
1_3,1,3,2022_10_06_14-23-32_56.jpg,-1.055733844,-0.551050116,4,0.444030309,0.193576389,0.320300162,0,4,0,0,0,0,0,0,0,86,2,0,0,0,0,4,0,0
1_3,1,3,2022_10_06_14-23-32_208.jpg,-0.809608072,-0.072759396,4,1.105116294,0.587289993,0.797172898,0,0,8,0,0,0,0,0,0,44,8,0,0,14,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_16.jpg,-0.82555662,-0.227598239,7,1.245694119,0.5776,0.640160143,0,8,16,6,0,0,2,0,0,62,4,0,0,0,0,0,2,0
1_3,1,3,2022_10_06_14-23-32_296.jpg,0.224537321,0.255518933,7,1.838526688,0.832837597,0.944815818,0,0,14,0,0,0,10,0,0,10,18,12,0,16,0,0,2,0
1_3,1,3,2022_10_06_14-23-32_232.jpg,-0.86460648,-0.157613944,5,1.144390991,0.5939192,0.711050102,0,6,4,0,0,0,0,0,0,56,26,0,0,6,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_104.jpg,-1.029535267,-0.520418107,4,0.667779506,0.330466274,0.481701091,0,2,10,0,0,0,0,0,0,76,0,0,0,0,0,0,0,4
1_3,1,3,2022_10_06_14-23-32_144.jpg,-0.775679601,-0.264409639,7,1.261233309,0.585589338,0.648145707,2,16,8,0,0,0,0,0,0,60,6,0,0,2,0,4,0,0
1_3,1,3,2022_10_06_14-23-32_72.jpg,-0.979043851,-0.493027656,5,0.739112344,0.3464,0.45923632,0,8,2,0,0,0,0,0,0,80,2,0,0,0,0,8,0,0
1_3,1,3,2022_10_06_14-23-32_288.jpg,-0.807456466,0.145610594,8,1.581139639,0.739229025,0.760367439,2,14,32,2,0,0,0,0,0,24,4,0,0,2,0,0,4,0
1_3,1,3,2022_10_06_14-23-32_80.jpg,-1.002481594,-0.435053293,4,0.554602642,0.257369615,0.400061241,0,4,2,0,0,0,0,0,0,72,6,0,0,0,0,0,0,0
1_3,1,3,2022_10_06_14-23-32_112.jpg,-0.983768026,-0.522661831,4,0.355698011,0.145956607,0.256581878,0,2,2,0,0,0,2,0,0,72,0,0,0,0,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_312.jpg,0.125728484,0.567322526,7,1.520631087,0.726779514,0.781449795,20,42,0,6,2,0,13,1,0,0,0,0,0,12,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_88.jpg,0.016716804,0.577152185,7,1.67962463,0.79179509,0.863156313,20,24,3,18,3,0,25,0,0,0,0,0,0,4,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_328.jpg,0.808516991,-0.586041782,8,1.026366084,0.439,0.493577753,1,4,1,0,7,0,3,3,0,0,0,74,0,7,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_296.jpg,0.491375052,-0.423050977,7,1.384836432,0.6398,0.711665147,4,16,0,0,5,0,12,0,0,4,0,56,0,3,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_304.jpg,0.139249624,0.625263899,7,1.360430494,0.650795848,0.699122976,14,46,0,2,1,0,9,2,0,0,0,0,0,11,0,0,0,1
2_1,2,1,2022_9_29_11-41-39_136.jpg,0.300056803,0.222320124,9,1.96778421,0.844648063,0.895577189,16,14,13,3,0,0,10,2,0,0,2,15,0,23,0,0,0,1
2_1,2,1,2022_9_29_11-41-39_344.jpg,0.514365146,-0.334382624,7,1.420924042,0.686,0.73021051,11,25,0,1,2,0,6,0,0,0,0,48,0,7,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_224.jpg,-0.013336271,0.851102746,6,1.378826568,0.6976,0.76953776,36,11,7,6,0,0,39,0,0,0,0,0,0,1,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_360.jpg,0.528085336,-0.329842007,7,1.476008486,0.726325858,0.758518314,16,28,0,1,0,0,1,5,0,0,0,38,0,8,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_392.jpg,0.338775301,-0.117867185,8,1.486840862,0.7156,0.715019313,12,44,1,15,0,0,2,0,0,1,0,23,0,2,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_384.jpg,0.398275779,-0.159925892,8,1.589643347,0.7442,0.764456858,9,35,1,8,0,0,9,1,0,0,0,33,0,4,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_416.jpg,0.522890128,-0.58064527,7,1.142101724,0.570179092,0.586924183,7,24,1,2,0,0,4,0,0,0,0,59,0,1,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_104.jpg,0.510050647,-0.281044218,7,1.404263593,0.688501173,0.721648732,9,13,0,4,0,0,24,0,0,1,0,47,0,1,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_176.jpg,0.346792161,0.293422028,9,1.770587812,0.7762,0.80582924,12,18,1,6,0,0,5,3,0,0,3,13,0,39,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_32.jpg,0.338597893,0.422345579,9,1.809043933,0.794,0.823331375,35,4,5,8,0,0,20,1,0,0,2,10,0,15,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_232.jpg,-0.238786874,0.882299156,5,1.140008494,0.5904,0.708327103,7,25,3,7,0,0,58,0,0,0,0,0,0,0,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_240.jpg,-0.004092813,0.680090387,7,1.497955878,0.7328,0.769797043,5,18,1,30,0,0,37,0,0,0,0,2,0,7,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_376.jpg,0.27136237,0.254648615,8,1.720757783,0.774535124,0.827509573,16,34,0,3,0,0,8,4,0,1,0,10,0,12,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_48.jpg,0.478958487,0.839810814,6,1.193005688,0.622997653,0.665829152,20,0,0,0,0,0,54,0,0,1,4,1,0,19,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_72.jpg,0.578262974,0.297282267,7,1.587145766,0.776,0.815631578,26,2,0,3,0,0,25,0,0,0,1,21,0,22,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_24.jpg,0.227093697,0.563410784,8,1.715385192,0.784722222,0.824925903,32,3,5,16,0,0,22,0,0,1,0,4,0,13,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_320.jpg,0.444292302,-0.128692428,8,1.601274696,0.746658504,0.770050354,6,25,1,7,0,0,5,1,0,0,0,39,0,15,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_432.jpg,0.487399848,-0.435589447,6,1.309659874,0.644489319,0.730935093,5,25,6,0,0,0,7,0,0,0,0,51,0,3,0,0,0,2
2_1,2,1,2022_9_29_11-41-39_144.jpg,0.34740328,0.209112526,8,1.860482656,0.8186,0.894703034,30,18,3,8,0,0,4,7,0,0,0,16,0,14,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_336.jpg,0.544966272,-0.572997355,9,1.219854117,0.5286,0.555179534,6,11,3,2,0,0,7,2,0,1,0,67,0,0,0,0,1,0
2_1,2,1,2022_9_29_11-41-39_200.jpg,0.251399453,0.436849144,9,1.765910341,0.768901133,0.803700432,40,11,2,7,0,0,9,2,0,0,3,6,0,19,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_400.jpg,0.36724572,0.057280434,6,1.409150762,0.688802083,0.786462014,14,47,0,11,0,0,3,0,0,0,0,18,0,3,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_368.jpg,0.725435726,-0.87650944,4,0.511214633,0.2494,0.368763408,3,10,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_160.jpg,0.107353376,0.526941383,9,1.817286082,0.798473812,0.827082539,31,14,2,20,6,0,10,3,0,0,1,0,0,6,0,0,0,1
2_1,2,1,2022_9_29_11-41-39_424.jpg,0.458688517,-0.369699198,7,1.386487873,0.691,0.71251382,11,35,1,0,0,0,6,0,0,1,0,41,0,5,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_272.jpg,0.215942381,0.810579154,6,1.42149954,0.678286747,0.793353999,50,14,0,4,0,0,5,13,0,0,0,0,0,11,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_208.jpg,0.288199668,0.193759253,8,1.812045084,0.818079788,0.871409486,17,14,3,14,0,0,26,0,0,0,4,20,0,1,0,0,0,1
2_1,2,1,2022_9_29_11-41-39_256.jpg,0.504956925,0.020056115,5,1.452424947,0.75031237,0.90244236,17,20,0,3,0,0,32,0,0,0,0,26,0,0,0,0,0,2
2_1,2,1,2022_9_29_11-41-39_96.jpg,0.607047317,-0.337040464,7,1.512826987,0.697,0.777439281,9,13,0,2,14,0,4,0,0,0,0,50,0,8,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_192.jpg,0.16306051,0.547745864,7,1.649626634,0.778900112,0.847740393,32,22,0,7,0,0,10,5,0,1,0,0,0,22,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_112.jpg,0.298001046,0.662422463,7,1.496969348,0.745,0.769290067,28,8,1,4,0,0,28,0,0,0,1,0,0,30,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_264.jpg,-0.071875625,0.381694298,10,1.883966007,0.788286909,0.818196041,38,19,4,10,0,0,8,4,0,6,3,2,0,5,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_152.jpg,0.303127621,0.180424698,10,1.970230642,0.836803984,0.855660296,21,23,0,10,2,0,9,8,0,0,1,14,0,5,1,0,0,0
2_1,2,1,2022_9_29_11-41-39_248.jpg,0.48815023,-0.324329349,6,1.433920313,0.6978,0.800286164,15,12,3,18,0,0,4,0,0,0,0,48,0,0,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_216.jpg,0.427075466,-0.193216076,6,1.462393482,0.732578308,0.816177342,8,20,0,29,0,0,4,0,0,0,0,36,0,2,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_16.jpg,0.134993609,0.115285405,11,2.238018611,0.8836,0.933326253,11,11,5,9,6,0,18,0,0,9,3,13,0,14,1,0,0,0
2_1,2,1,2022_9_29_11-41-39_408.jpg,0.698290262,-0.797249518,4,0.627554868,0.3114,0.452685148,3,12,0,0,0,0,0,0,0,0,0,82,0,3,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_64.jpg,0.642071634,0.106604439,7,1.492618283,0.725263046,0.767054061,15,1,4,3,0,0,38,0,0,0,0,29,0,7,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_184.jpg,0.614180044,-0.425333135,5,1.132654513,0.5628,0.703757818,9,13,0,0,0,0,3,0,0,0,0,63,0,12,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_288.jpg,0.379329162,0.299808993,7,1.785459457,0.815493544,0.917544656,15,28,0,2,0,0,9,19,0,0,0,11,0,14,0,0,0,1
2_1,2,1,2022_9_29_11-41-39_352.jpg,0.812814618,-0.537601045,9,0.949277022,0.41211995,0.432034591,1,2,1,1,1,0,3,3,0,0,0,74,0,12,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_120.jpg,0.268478533,0.274484138,8,1.726615026,0.789244341,0.830326312,13,21,1,8,0,0,33,0,0,0,1,13,0,7,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_128.jpg,0.58869254,-0.413588222,7,1.298827851,0.586,0.66746548,5,11,0,7,0,0,2,4,0,0,0,62,0,9,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_56.jpg,0.728919613,0.427362095,4,1.256889262,0.675849403,0.906653953,16,0,0,0,0,0,48,0,0,0,0,16,0,19,0,0,0,0
2_1,2,1,2022_9_29_11-41-39_8.jpg,0.29149755,0.03836329,10,2.023069739,0.850425331,0.878608024,11,13,14,10,3,0,13,0,0,1,1,22,0,4,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_104.jpg,0.239372441,-0.668353117,6,1.430285078,0.7304,0.798257301,0,0,2,0,32,0,0,2,0,24,0,32,0,8,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_232.jpg,0.913692383,-0.833461983,5,0.687970051,0.320699708,0.427459827,0,0,10,0,4,0,0,0,0,0,2,80,0,0,2,0,0,2
2_2,2,2,2022_9_29_11-59-23_32.jpg,1.094637993,-0.624014906,3,0.89820534,0.56122449,0.817581734,0,0,6,0,36,0,0,0,0,0,0,42,0,0,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_96.jpg,1.003168467,0.020408304,5,1.392864355,0.717881944,0.865435283,0,4,0,0,10,0,0,16,0,0,0,28,0,38,0,0,0,2
2_2,2,2,2022_9_29_11-59-23_88.jpg,1.292331511,-0.039529823,5,1.284833567,0.681481481,0.79831198,0,0,0,0,30,0,2,38,0,0,0,14,0,6,0,0,0,4
2_2,2,2,2022_9_29_11-59-23_320.jpg,0.718340766,-0.31394,9,1.63735897,0.713842975,0.745194181,4,2,6,4,18,0,4,0,0,0,0,42,0,6,2,0,0,4
2_2,2,2,2022_9_29_11-59-23_384.jpg,0.795201747,-0.318127499,6,1.424420245,0.688999547,0.794984076,0,0,10,4,20,0,10,0,0,0,0,46,0,4,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_272.jpg,0.584358673,-0.563074885,7,1.605532515,0.7504,0.825080498,0,0,0,0,38,0,6,2,0,10,0,28,0,8,8,0,0,0
2_2,2,2,2022_9_29_11-59-23_72.jpg,1.262052945,0.455726422,5,0.755008091,0.347654321,0.469112903,0,0,2,0,72,0,4,4,0,0,0,0,0,8,0,0,0,2
2_2,2,2,2022_9_29_11-59-23_40.jpg,1.112255988,-0.518235782,5,1.111094587,0.612847222,0.690361883,0,0,10,0,48,0,2,0,0,0,0,34,0,0,0,0,2,4
2_2,2,2,2022_9_29_11-59-23_336.jpg,0.547101082,-0.112481647,8,1.714948129,0.777176177,0.82471572,10,16,2,4,36,0,8,0,0,0,0,20,0,2,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_200.jpg,0.959289627,-0.179136126,5,1.29474344,0.6696,0.80446933,8,0,0,0,8,0,0,6,0,0,0,46,0,32,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_8.jpg,0.94531678,-0.55733965,4,1.059515827,0.586422324,0.764279114,12,0,0,0,26,0,4,0,0,0,0,56,0,0,0,0,0,0
2_2,2,2,2022_9_29_11-59-23_160.jpg,1.090574474,-0.390632016,5,1.233272789,0.6432,0.766275467,0,0,0,0,4,0,0,24,0,0,0,52,0,16,4,0,0,0
2_2,2,2,2022_9_29_11-59-23_416.jpg,0.724771027,-0.5372084,9,1.243634938,0.5208,0.566002652,2,2,8,6,6,0,2,0,0,0,0,68,0,4,2,0,0,0
2_2,2,2,2022_9_29_11-59-23_120.jpg,0.874623094,-0.487694183,8,1.445919879,0.6592,0.69534048,0,0,2,0,16,0,0,2,0,4,0,54,0,12,8,0,2,0
2_2,2,2,2022_9_29_11-59-23_128.jpg,0.703478174,-0.308572931,8,1.491196361,0.68,0.717113865,4,0,0,0,6,4,4,0,0,6,0,50,0,24,2,0,0,0
