"sum","SU","key","site","transect","img_name","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","kelp_holdfast","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
1,192,"2_1","2","1","2022_9_29_11-41-39_320.jpg",0.06,0.25,0.01,0.07,0,0,0.05,0.01,0,0,0,0,0.39,0,0.15,0,0,0,0
1,207,"2_1","2","1","2022_9_29_11-41-39_432.jpg",0.05,0.25,0.06,0,0,0,0.07,0,0,0,0,0,0.51,0,0.03,0,0,0,0.02
1,167,"2_1","2","1","2022_9_29_11-41-39_144.jpg",0.3,0.18,0.03,0.08,0,0,0.04,0.07,0,0,0,0,0.16,0,0.14,0,0,0,0
1,194,"2_1","2","1","2022_9_29_11-41-39_336.jpg",0.06,0.11,0.03,0.02,0,0,0.07,0.02,0,0,0.01,0,0.67,0,0,0,0,0.01,0
1,175,"2_1","2","1","2022_9_29_11-41-39_200.jpg",0.4,0.11,0.02,0.07,0,0,0.09,0.02,0,0,0,0.03,0.06,0,0.19,0,0,0,0
1,203,"2_1","2","1","2022_9_29_11-41-39_400.jpg",0.14,0.47,0,0.11,0,0,0.03,0,0,0,0,0,0.18,0,0.03,0,0,0,0
1,198,"2_1","2","1","2022_9_29_11-41-39_368.jpg",0.03,0.1,0,0.01,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0
1,170,"2_1","2","1","2022_9_29_11-41-39_160.jpg",0.31,0.14,0.02,0.2,0.06,0,0.1,0.03,0,0,0,0.01,0,0,0.06,0,0,0,0.01
1,206,"2_1","2","1","2022_9_29_11-41-39_424.jpg",0.11,0.35,0.01,0,0,0,0.06,0,0,0,0.01,0,0.41,0,0.05,0,0,0,0
1,185,"2_1","2","1","2022_9_29_11-41-39_272.jpg",0.5,0.14,0,0.04,0,0,0.05,0.13,0,0,0,0,0,0,0.11,0,0,0,0
1,176,"2_1","2","1","2022_9_29_11-41-39_208.jpg",0.17,0.14,0.03,0.14,0,0,0.26,0,0,0,0,0.04,0.2,0,0.01,0,0,0,0.01
1,183,"2_1","2","1","2022_9_29_11-41-39_256.jpg",0.17,0.2,0,0.03,0,0,0.32,0,0,0,0,0,0.26,0,0,0,0,0,0.02
1,219,"2_1","2","1","2022_9_29_11-41-39_96.jpg",0.09,0.13,0,0.02,0.14,0,0.04,0,0,0,0,0,0.5,0,0.08,0,0,0,0
1,174,"2_1","2","1","2022_9_29_11-41-39_192.jpg",0.32,0.22,0,0.07,0,0,0.1,0.05,0,0,0.01,0,0,0,0.22,0,0,0,0
1,163,"2_1","2","1","2022_9_29_11-41-39_112.jpg",0.28,0.08,0.01,0.04,0,0,0.28,0,0,0,0,0.01,0,0,0.3,0,0,0,0
1,184,"2_1","2","1","2022_9_29_11-41-39_264.jpg",0.38,0.19,0.04,0.1,0,0,0.08,0.04,0,0,0.06,0.03,0.02,0,0.05,0,0,0,0
1,168,"2_1","2","1","2022_9_29_11-41-39_152.jpg",0.21,0.23,0,0.1,0.02,0,0.09,0.08,0,0,0,0.01,0.14,0,0.05,0.01,0,0,0
1,182,"2_1","2","1","2022_9_29_11-41-39_248.jpg",0.15,0.12,0.03,0.18,0,0,0.04,0,0,0,0,0,0.48,0,0,0,0,0,0
1,177,"2_1","2","1","2022_9_29_11-41-39_216.jpg",0.08,0.2,0,0.29,0,0,0.04,0,0,0,0,0,0.36,0,0.02,0,0,0,0
1,169,"2_1","2","1","2022_9_29_11-41-39_16.jpg",0.11,0.11,0.05,0.09,0.06,0,0.18,0,0,0,0.09,0.03,0.13,0,0.14,0.01,0,0,0
1,204,"2_1","2","1","2022_9_29_11-41-39_408.jpg",0.03,0.12,0,0,0,0,0,0,0,0,0,0,0.82,0,0.03,0,0,0,0
1,214,"2_1","2","1","2022_9_29_11-41-39_64.jpg",0.15,0.01,0.04,0.03,0,0,0.38,0,0,0,0,0,0.29,0,0.07,0,0,0,0
1,173,"2_1","2","1","2022_9_29_11-41-39_184.jpg",0.09,0.13,0,0,0,0,0.03,0,0,0,0,0,0.63,0,0.12,0,0,0,0
1,187,"2_1","2","1","2022_9_29_11-41-39_288.jpg",0.15,0.28,0,0.02,0,0,0.09,0.19,0,0,0,0,0.11,0,0.14,0,0,0,0.01
1,196,"2_1","2","1","2022_9_29_11-41-39_352.jpg",0.01,0.02,0.01,0.01,0.01,0,0.03,0.03,0,0,0,0,0.74,0,0.12,0,0,0,0
1,164,"2_1","2","1","2022_9_29_11-41-39_120.jpg",0.13,0.21,0.01,0.08,0,0,0.33,0,0,0,0,0.01,0.13,0,0.07,0,0,0,0
1,165,"2_1","2","1","2022_9_29_11-41-39_128.jpg",0.05,0.11,0,0.07,0,0,0.02,0.04,0,0,0,0,0.62,0,0.09,0,0,0,0
1,213,"2_1","2","1","2022_9_29_11-41-39_56.jpg",0.16,0,0,0,0,0,0.48,0,0,0,0,0,0.16,0,0.19,0,0,0,0
1,216,"2_1","2","1","2022_9_29_11-41-39_8.jpg",0.11,0.13,0.14,0.1,0.03,0,0.13,0,0,0,0.01,0.01,0.22,0,0.04,0,0,0,0
1,221,"2_2","2","2","2022_9_29_11-59-23_104.jpg",0,0,0.02,0,0.32,0,0,0.02,0,0,0.24,0,0.32,0,0.08,0,0,0,0
1,238,"2_2","2","2","2022_9_29_11-59-23_232.jpg",0,0,0.1,0,0.04,0,0,0,0,0,0,0.02,0.8,0,0,0.02,0,0,0.02
1,250,"2_2","2","2","2022_9_29_11-59-23_32.jpg",0,0,0.06,0,0.36,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0
1,274,"2_2","2","2","2022_9_29_11-59-23_96.jpg",0,0.04,0,0,0.1,0,0,0.16,0,0,0,0,0.28,0,0.38,0,0,0,0.02
1,273,"2_2","2","2","2022_9_29_11-59-23_88.jpg",0,0,0,0,0.3,0,0.02,0.38,0,0,0,0,0.14,0,0.06,0,0,0,0.04
1,251,"2_2","2","2","2022_9_29_11-59-23_320.jpg",0.04,0.02,0.06,0.04,0.18,0,0.04,0,0,0,0,0,0.42,0,0.06,0.02,0,0,0.04
1,259,"2_2","2","2","2022_9_29_11-59-23_384.jpg",0,0,0.1,0.04,0.2,0,0.1,0,0,0,0,0,0.46,0,0.04,0,0,0,0
1,244,"2_2","2","2","2022_9_29_11-59-23_272.jpg",0,0,0,0,0.38,0,0.06,0.02,0,0,0.1,0,0.28,0,0.08,0.08,0,0,0
1,270,"2_2","2","2","2022_9_29_11-59-23_72.jpg",0,0,0.02,0,0.72,0,0.04,0.04,0,0,0,0,0,0,0.08,0,0,0,0.02
1,261,"2_2","2","2","2022_9_29_11-59-23_40.jpg",0,0,0.1,0,0.48,0,0.02,0,0,0,0,0,0.34,0,0,0,0,0.02,0.04
1,253,"2_2","2","2","2022_9_29_11-59-23_336.jpg",0.1,0.16,0.02,0.04,0.36,0,0.08,0,0,0,0,0,0.2,0,0.02,0,0,0,0
1,234,"2_2","2","2","2022_9_29_11-59-23_200.jpg",0.08,0,0,0,0.08,0,0,0.06,0,0,0,0,0.46,0,0.32,0,0,0,0
1,271,"2_2","2","2","2022_9_29_11-59-23_8.jpg",0.12,0,0,0,0.26,0,0.04,0,0,0,0,0,0.56,0,0,0,0,0,0
1,229,"2_2","2","2","2022_9_29_11-59-23_160.jpg",0,0,0,0,0.04,0,0,0.24,0,0,0,0,0.52,0,0.16,0.04,0,0,0
1,264,"2_2","2","2","2022_9_29_11-59-23_416.jpg",0.02,0.02,0.08,0.06,0.06,0,0.02,0,0,0,0,0,0.68,0,0.04,0.02,0,0,0
1,223,"2_2","2","2","2022_9_29_11-59-23_120.jpg",0,0,0.02,0,0.16,0,0,0.02,0,0,0.04,0,0.54,0,0.12,0.08,0,0.02,0
1,224,"2_2","2","2","2022_9_29_11-59-23_128.jpg",0.04,0,0,0,0.06,0.04,0.04,0,0,0,0.06,0,0.5,0,0.24,0.02,0,0,0
1,230,"2_2","2","2","2022_9_29_11-59-23_168.jpg",0,0,0,0,0.04,0,0,0.34,0,0,0,0,0.14,0,0.46,0.02,0,0,0
1,260,"2_2","2","2","2022_9_29_11-59-23_392.jpg",0.02,0.04,0.1,0.12,0.2,0,0.1,0,0,0,0,0,0.42,0,0,0,0,0,0
1,233,"2_2","2","2","2022_9_29_11-59-23_192.jpg",0.04,0,0,0,0,0,0.06,0.34,0,0,0,0,0.14,0,0.34,0.08,0,0,0
1,248,"2_2","2","2","2022_9_29_11-59-23_304.jpg",0,0,0.02,0,0.3,0,0.02,0,0,0,0,0,0.4,0,0.02,0.04,0,0,0.02
1,236,"2_2","2","2","2022_9_29_11-59-23_216.jpg",0,0,0.04,0,0.16,0,0.02,0,0,0,0,0,0.54,0,0.24,0,0,0,0
1,232,"2_2","2","2","2022_9_29_11-59-23_184.jpg",0.08,0.02,0.02,0,0.1,0,0.02,0.06,0,0,0,0,0.36,0,0.34,0,0,0,0
1,222,"2_2","2","2","2022_9_29_11-59-23_112.jpg",0,0,0.06,0,0.3,0,0.02,0.02,0,0,0,0,0.4,0,0.14,0.06,0,0,0
1,225,"2_2","2","2","2022_9_29_11-59-23_136.jpg",0,0,0,0,0.06,0,0.02,0,0,0,0.06,0.02,0.54,0,0.24,0.06,0,0,0
1,249,"2_2","2","2","2022_9_29_11-59-23_312.jpg",0.02,0,0,0,0.6,0,0,0,0,0,0,0,0.12,0,0.22,0.02,0,0,0
1,269,"2_2","2","2","2022_9_29_11-59-23_64.jpg",0.02,0,0,0,0.34,0,0.02,0.16,0,0,0,0,0.34,0,0.1,0,0,0.02,0
1,266,"2_2","2","2","2022_9_29_11-59-23_432.jpg",0,0,0.04,0,0.06,0,0.14,0,0,0,0,0,0.66,0,0.04,0,0,0,0
1,245,"2_2","2","2","2022_9_29_11-59-23_280.jpg",0,0,0.02,0,0.06,0,0,0,0,0,0.08,0,0.82,0,0.02,0,0,0,0
1,254,"2_2","2","2","2022_9_29_11-59-23_344.jpg",0.08,0.04,0.04,0.08,0.1,0,0.1,0,0,0,0,0,0.52,0,0,0.02,0,0,0
1,237,"2_2","2","2","2022_9_29_11-59-23_224.jpg",0,0,0.04,0,0.18,0,0,0.02,0,0,0,0,0.46,0,0.14,0.12,0,0,0.04
1,247,"2_2","2","2","2022_9_29_11-59-23_296.jpg",0.02,0,0.02,0,0.18,0,0.04,0.04,0,0,0.06,0,0.5,0,0.08,0.02,0,0.02,0
1,252,"2_2","2","2","2022_9_29_11-59-23_328.jpg",0.06,0.16,0.06,0.04,0.14,0,0.1,0,0,0,0,0,0.34,0,0.02,0.02,0,0,0.02
1,231,"2_2","2","2","2022_9_29_11-59-23_176.jpg",0.06,0,0,0,0.08,0,0.06,0,0,0,0.08,0,0.42,0,0.28,0,0,0,0
1,240,"2_2","2","2","2022_9_29_11-59-23_240.jpg",0,0,0.02,0,0.02,0,0,0,0,0,0,0,0.78,0,0.04,0.12,0,0,0.02
1,226,"2_2","2","2","2022_9_29_11-59-23_144.jpg",0.06,0.08,0,0,0.2,0,0,0.14,0,0,0,0,0.18,0,0.3,0,0,0,0
1,262,"2_2","2","2","2022_9_29_11-59-23_400.jpg",0,0,0,0,0.5,0,0.14,0,0,0,0,0,0.16,0,0.14,0,0,0,0
1,265,"2_2","2","2","2022_9_29_11-59-23_424.jpg",0,0,0.04,0,0.24,0,0.12,0,0,0,0,0,0.58,0,0.02,0,0,0,0
1,255,"2_2","2","2","2022_9_29_11-59-23_352.jpg",0.1,0.04,0.02,0,0.06,0,0.08,0,0,0,0,0,0.24,0,0.44,0,0,0,0
1,242,"2_2","2","2","2022_9_29_11-59-23_256.jpg",0.04,0.04,0.04,0,0.26,0,0.04,0.04,0,0,0,0,0.36,0,0.16,0,0,0,0
1,228,"2_2","2","2","2022_9_29_11-59-23_16.jpg",0,0.04,0.08,0.02,0.38,0,0,0,0,0,0,0,0.46,0,0.02,0,0,0,0
1,263,"2_2","2","2","2022_9_29_11-59-23_408.jpg",0,0,0.1,0.04,0.02,0,0.32,0,0,0,0,0,0.32,0,0,0,0,0,0
1,220,"2_2","2","2","2022_9_29_11-59-23_0.jpg",0.04,0.04,0,0,0.28,0,0,0.04,0,0,0,0,0.5,0,0.08,0,0,0,0.02
1,227,"2_2","2","2","2022_9_29_11-59-23_152.jpg",0.02,0,0,0,0.24,0,0,0.02,0,0,0,0,0.2,0,0.5,0.02,0,0,0
1,268,"2_2","2","2","2022_9_29_11-59-23_56.jpg",0,0,0.12,0,0.34,0,0,0.04,0,0,0,0,0.36,0,0.06,0,0,0,0
1,239,"2_2","2","2","2022_9_29_11-59-23_24.jpg",0.08,0.02,0,0,0.28,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0
1,246,"2_2","2","2","2022_9_29_11-59-23_288.jpg",0,0,0,0,0.2,0,0,0,0,0,0.08,0,0.26,0,0.32,0.12,0,0,0.02
1,257,"2_2","2","2","2022_9_29_11-59-23_368.jpg",0,0,0,0,0.1,0,0.22,0,0,0,0,0,0.66,0,0,0,0,0,0
1,235,"2_2","2","2","2022_9_29_11-59-23_208.jpg",0.08,0,0.02,0,0.16,0,0.04,0.04,0,0,0,0,0.4,0,0.18,0.08,0,0,0
1,241,"2_2","2","2","2022_9_29_11-59-23_248.jpg",0,0.02,0,0,0.16,0,0.02,0,0,0,0.02,0,0.62,0,0.02,0.08,0,0.04,0
1,284,"3_1","3","1","2022_9_29_10-12-09_168.jpg",0,0,0.13,0,0.15,0,0.18,0,0,0,0,0,0.33,0,0.02,0.11,0,0,0
1,294,"3_1","3","1","2022_9_29_10-12-09_240.jpg",0,0,0,0,0.53,0,0.12,0,0,0,0,0.01,0,0,0.21,0.1,0,0,0
1,344,"3_1","3","1","2022_9_29_10-12-09_616.jpg",0,0.08,0,0,0.2,0,0.18,0,0.02,0,0.04,0,0.19,0,0.1,0.03,0,0,0
1,311,"3_1","3","1","2022_9_29_10-12-09_368.jpg",0,0,0,0,0,0,0.28,0,0,0,0,0.37,0,0,0.33,0.01,0,0,0.01
1,301,"3_1","3","1","2022_9_29_10-12-09_304.jpg",0,0.01,0.03,0,0.26,0,0.2,0.21,0,0,0,0.02,0.14,0,0.06,0.01,0,0,0
1,306,"3_1","3","1","2022_9_29_10-12-09_328.jpg",0,0,0,0,0.27,0,0.22,0.03,0,0,0.08,0.02,0.12,0,0.14,0.08,0,0,0
1,280,"3_1","3","1","2022_9_29_10-12-09_136.jpg",0,0,0,0,0.2,0,0.04,0,0,0,0,0,0.72,0,0.02,0.02,0,0,0
1,317,"3_1","3","1","2022_9_29_10-12-09_408.jpg",0,0,0.04,0,0,0,0.09,0,0,0,0,0.69,0,0,0.18,0,0,0,0
1,334,"3_1","3","1","2022_9_29_10-12-09_544.jpg",0.01,0,0,0,0.2,0,0.09,0.01,0,0,0.04,0.1,0.2,0,0.22,0.11,0,0,0
1,366,"3_1","3","1","2022_9_29_10-12-09_96.jpg",0.01,0,0.09,0,0.12,0,0.07,0.01,0,0,0.02,0,0.48,0,0.11,0.03,0,0,0
1,353,"3_1","3","1","2022_9_29_10-12-09_680.jpg",0,0,0.05,0,0.31,0,0.17,0,0,0,0,0,0.41,0,0.05,0,0,0,0
1,339,"3_1","3","1","2022_9_29_10-12-09_576.jpg",0,0,0,0,0.39,0,0.14,0.05,0,0,0.04,0.09,0.08,0,0.16,0.05,0,0,0
1,361,"3_1","3","1","2022_9_29_10-12-09_736.jpg",0,0,0.07,0,0.39,0,0.17,0,0,0,0,0.01,0.26,0,0.04,0,0,0,0
1,321,"3_1","3","1","2022_9_29_10-12-09_440.jpg",0,0,0,0,0.08,0,0.39,0,0,0.06,0,0.4,0,0,0.07,0,0,0,0
1,352,"3_1","3","1","2022_9_29_10-12-09_672.jpg",0,0,0.05,0,0.37,0,0.47,0,0,0,0.02,0,0,0,0.07,0,0,0,0
1,315,"3_1","3","1","2022_9_29_10-12-09_40.jpg",0,0,0.33,0,0.27,0,0.08,0,0,0,0,0,0.3,0,0.02,0,0,0,0
1,307,"3_1","3","1","2022_9_29_10-12-09_336.jpg",0,0.01,0,0,0.25,0,0.17,0.02,0,0,0.18,0,0.17,0,0.11,0.03,0,0,0
1,354,"3_1","3","1","2022_9_29_10-12-09_688.jpg",0.01,0,0.03,0.02,0.2,0,0.32,0,0,0,0.1,0.01,0.11,0,0.13,0.02,0,0,0.03
1,362,"3_1","3","1","2022_9_29_10-12-09_744.jpg",0,0,0,0,0.55,0,0.1,0,0,0,0,0,0.26,0,0.05,0,0,0,0
1,300,"3_1","3","1","2022_9_29_10-12-09_296.jpg",0,0.01,0,0.01,0.23,0.01,0.2,0.07,0,0,0.05,0.02,0.18,0,0,0.06,0,0,0
1,357,"3_1","3","1","2022_9_29_10-12-09_712.jpg",0,0,0,0.01,0.54,0.01,0.29,0,0,0,0.08,0,0,0,0.03,0,0,0,0
1,288,"3_1","3","1","2022_9_29_10-12-09_200.jpg",0,0,0.06,0,0.2,0,0.19,0.02,0,0,0.15,0,0.03,0,0.15,0.14,0,0.02,0.02
1,316,"3_1","3","1","2022_9_29_10-12-09_400.jpg",0,0,0,0,0,0,0.24,0,0,0,0,0.67,0,0,0.09,0,0,0,0
1,332,"3_1","3","1","2022_9_29_10-12-09_528.jpg",0.01,0,0,0,0.08,0,0.03,0,0,0,0.01,0,0.69,0,0,0.16,0,0,0
1,277,"3_1","3","1","2022_9_29_10-12-09_112.jpg",0,0,0.04,0,0.45,0,0.19,0,0,0,0,0,0,0,0.25,0.04,0,0,0
1,320,"3_1","3","1","2022_9_29_10-12-09_432.jpg",0,0,0,0,0,0,0.06,0,0,0,0,0.86,0,0,0.08,0,0,0,0
1,282,"3_1","3","1","2022_9_29_10-12-09_152.jpg",0,0,0.18,0,0.1,0,0.34,0,0,0,0,0,0.1,0,0.22,0.05,0,0,0.01
1,325,"3_1","3","1","2022_9_29_10-12-09_472.jpg",0,0.05,0,0,0.28,0,0.1,0.03,0,0,0.11,0.11,0.06,0,0.17,0.08,0,0,0
1,302,"3_1","3","1","2022_9_29_10-12-09_304.jpg",0,0.01,0.03,0,0.26,0,0.2,0.21,0,0,0,0.02,0.14,0,0.06,0.01,0,0,0
1,295,"3_1","3","1","2022_9_29_10-12-09_256.jpg",0,0,0,0,0.16,0,0.1,0,0,0,0.14,0,0.49,0,0.02,0.02,0.01,0.01,0
1,304,"3_1","3","1","2022_9_29_10-12-09_32.jpg",0,0,0,0,0.15,0,0.17,0.01,0,0,0.1,0,0.37,0,0.04,0.14,0,0,0
1,281,"3_1","3","1","2022_9_29_10-12-09_144.jpg",0,0,0,0,0.43,0,0.29,0,0,0,0,0,0,0,0.1,0,0,0,0
1,356,"3_1","3","1","2022_9_29_10-12-09_704.jpg",0,0,0.07,0,0.11,0,0.27,0,0,0,0,0,0,0,0.16,0.07,0,0,0
1,290,"3_1","3","1","2022_9_29_10-12-09_216.jpg",0.02,0,0.07,0.01,0.21,0,0.1,0,0,0,0,0,0.51,0,0.01,0.07,0,0,0
1,358,"3_1","3","1","2022_9_29_10-12-09_72.jpg",0,0,0,0,0.13,0,0.07,0,0,0,0.01,0,0.76,0,0,0.03,0,0,0
1,330,"3_1","3","1","2022_9_29_10-12-09_504.jpg",0.01,0,0.09,0.02,0.07,0,0.08,0,0,0,0.15,0.11,0.21,0,0.1,0.08,0,0,0
1,348,"3_1","3","1","2022_9_29_10-12-09_640.jpg",0,0,0.01,0,0.34,0,0.17,0,0,0,0,0,0.37,0,0.05,0,0.02,0,0
1,312,"3_1","3","1","2022_9_29_10-12-09_376.jpg",0,0,0,0,0.06,0,0,0,0,0,0.03,0.6,0.07,0,0.23,0,0,0,0.01
1,276,"3_1","3","1","2022_9_29_10-12-09_104.jpg",0,0,0,0,0.3,0,0.15,0,0,0,0.01,0,0.34,0,0.11,0.08,0,0,0.01
1,285,"3_1","3","1","2022_9_29_10-12-09_176.jpg",0,0,0.03,0,0.21,0,0.33,0,0,0,0.03,0,0.29,0,0.05,0.04,0,0,0
1,293,"3_1","3","1","2022_9_29_10-12-09_24.jpg",0,0,0,0,0.01,0,0.48,0,0,0,0.03,0,0.46,0,0.02,0,0,0,0
1,275,"3_1","3","1","2022_9_29_10-12-09_0.jpg",0.01,0,0.04,0,0.14,0,0.2,0,0,0,0,0,0.55,0,0.03,0,0,0,0
1,360,"3_1","3","1","2022_9_29_10-12-09_728.jpg",0,0,0,0,0.53,0,0.23,0,0,0,0,0,0.23,0,0.01,0,0,0,0
1,308,"3_1","3","1","2022_9_29_10-12-09_344.jpg",0.01,0,0,0,0.3,0,0.3,0,0,0,0.01,0,0.2,0,0.05,0.09,0,0,0
1,303,"3_1","3","1","2022_9_29_10-12-09_312.jpg",0,0,0.02,0,0.12,0,0.08,0.06,0,0,0,0.02,0.52,0,0,0.05,0,0,0
1,314,"3_1","3","1","2022_9_29_10-12-09_392.jpg",0.01,0.01,0,0,0.08,0,0.03,0.02,0,0,0.02,0.59,0,0,0.17,0.03,0,0,0
1,340,"3_1","3","1","2022_9_29_10-12-09_584.jpg",0.02,0,0,0,0.24,0,0.15,0.02,0,0,0.01,0,0.26,0,0.07,0.23,0,0,0
1,365,"3_1","3","1","2022_9_29_10-12-09_88.jpg",0,0,0,0,0.34,0,0.22,0,0,0,0,0,0.33,0,0.09,0,0,0,0.02
1,341,"3_1","3","1","2022_9_29_10-12-09_592.jpg",0.08,0.15,0,0,0.14,0,0.14,0,0,0,0.21,0.01,0.01,0,0.09,0.06,0,0,0
1,328,"3_1","3","1","2022_9_29_10-12-09_488.jpg",0,0,0,0,0.15,0,0.18,0,0,0.04,0,0.19,0.03,0,0.27,0.01,0,0,0
1,406,"3_2","3","2","2022_9_29_10-35-25_384.jpg",0.02,0.16,0.1,0.14,0.4,0,0,0,0,0,0.08,0,0.06,0,0.02,0,0,0,0
1,383,"3_2","3","2","2022_9_29_10-35-25_216.jpg",0,0,0.02,0,0.14,0,0.22,0,0,0,0,0,0.46,0,0.04,0,0,0.08,0
1,374,"3_2","3","2","2022_9_29_10-35-25_152.jpg",0,0,0,0,0.1,0,0,0.06,0,0,0,0,0.78,0,0.02,0.04,0,0,0
1,411,"3_2","3","2","2022_9_29_10-35-25_416.jpg",0,0,0,0,0.62,0,0.08,0,0,0,0,0,0.3,0,0,0,0,0,0
1,407,"3_2","3","2","2022_9_29_10-35-25_392.jpg",0,0,0.08,0.08,0.34,0,0.02,0,0,0,0.04,0,0.36,0,0.04,0,0,0,0
1,389,"3_2","3","2","2022_9_29_10-35-25_256.jpg",0,0,0.02,0,0.1,0,0.36,0,0,0,0,0,0.4,0,0.02,0,0,0,0
1,408,"3_2","3","2","2022_9_29_10-35-25_40.jpg",0.24,0,0.02,0,0,0,0,0,0,0,0,0,0.56,0,0.18,0,0,0,0
1,368,"3_2","3","2","2022_9_29_10-35-25_104.jpg",0,0,0,0,0.24,0,0.04,0,0,0,0,0,0.58,0,0,0,0,0,0.04
1,423,"3_2","3","2","2022_9_29_10-35-25_8.jpg",0.14,0.16,0,0.24,0,0,0.08,0,0,0,0,0,0.34,0,0.04,0,0,0,0
1,400,"3_2","3","2","2022_9_29_10-35-25_336.jpg",0,0,0,0,0.26,0,0,0,0,0,0,0,0.7,0,0.04,0,0,0,0
1,417,"3_2","3","2","2022_9_29_10-35-25_464.jpg",0,0,0.02,0,0.32,0,0,0.02,0,0,0.02,0,0.5,0,0.02,0,0,0,0
1,378,"3_2","3","2","2022_9_29_10-35-25_176.jpg",0,0,0,0,0.3,0,0,0,0,0,0,0,0.38,0,0.16,0.14,0,0,0.02
1,391,"3_2","3","2","2022_9_29_10-35-25_272.jpg",0.02,0.2,0.12,0.02,0,0,0.04,0,0,0,0.08,0.02,0.26,0,0.1,0,0,0,0
1,392,"3_2","3","2","2022_9_29_10-35-25_280.jpg",0,0.04,0.02,0.04,0.1,0,0.2,0,0,0,0,0,0.52,0,0.04,0,0,0,0
1,376,"3_2","3","2","2022_9_29_10-35-25_160.jpg",0,0,0,0,0.16,0,0,0.04,0,0,0.02,0,0.7,0,0.06,0.02,0,0,0
1,402,"3_2","3","2","2022_9_29_10-35-25_352.jpg",0,0.18,0,0,0.2,0,0.04,0,0,0,0,0,0.4,0,0.12,0,0,0,0
1,403,"3_2","3","2","2022_9_29_10-35-25_360.jpg",0.02,0.08,0.04,0,0.14,0,0.02,0,0,0,0,0,0.46,0,0.08,0.04,0,0,0.02
1,397,"3_2","3","2","2022_9_29_10-35-25_32.jpg",0.22,0.08,0.08,0.04,0.12,0,0,0,0,0,0,0,0.1,0,0.34,0,0,0,0
1,396,"3_2","3","2","2022_9_29_10-35-25_312.jpg",0.02,0,0.02,0.08,0.14,0,0.12,0,0,0,0,0,0.4,0,0.06,0,0,0,0
1,388,"3_2","3","2","2022_9_29_10-35-25_248.jpg",0,0,0.14,0,0.26,0,0.06,0,0,0,0,0,0.14,0,0.1,0.04,0,0.02,0
1,419,"3_2","3","2","2022_9_29_10-35-25_480.jpg",0,0.02,0,0,0.32,0,0.04,0,0,0,0,0.02,0.28,0,0.3,0,0,0,0
1,395,"3_2","3","2","2022_9_29_10-35-25_304.jpg",0,0.02,0.04,0.12,0.04,0,0.2,0,0,0,0,0,0.52,0,0,0,0,0,0
1,412,"3_2","3","2","2022_9_29_10-35-25_424.jpg",0,0,0.02,0,0.04,0,0.06,0,0,0,0,0,0.58,0,0.02,0,0,0,0
1,405,"3_2","3","2","2022_9_29_10-35-25_376.jpg",0.04,0.18,0.04,0.12,0.3,0,0.02,0,0,0,0.02,0.02,0.08,0,0.16,0,0,0,0
1,380,"3_2","3","2","2022_9_29_10-35-25_192.jpg",0.04,0,0.04,0,0.4,0,0.02,0,0,0,0,0,0.42,0,0,0.08,0,0,0
1,387,"3_2","3","2","2022_9_29_10-35-25_240.jpg",0,0,0.02,0,0.42,0,0.08,0,0,0,0,0,0.34,0,0.1,0.04,0,0,0
1,413,"3_2","3","2","2022_9_29_10-35-25_432.jpg",0,0,0,0,0.18,0,0.02,0,0,0,0,0,0.7,0,0.02,0,0,0,0
1,370,"3_2","3","2","2022_9_29_10-35-25_120.jpg",0.06,0.1,0,0,0.02,0,0,0,0,0,0,0,0.8,0,0.02,0,0,0,0
1,375,"3_2","3","2","2022_9_29_10-35-25_16.jpg",0.1,0.14,0,0.1,0,0,0.06,0,0,0,0,0,0.52,0,0.06,0,0,0,0
1,424,"3_2","3","2","2022_9_29_10-35-25_80.jpg",0.12,0.02,0,0,0.24,0,0.04,0,0,0,0.02,0,0.48,0,0.02,0,0,0,0
1,425,"3_2","3","2","2022_9_29_10-35-25_88.jpg",0.04,0,0,0,0.06,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0
1,399,"3_2","3","2","2022_9_29_10-35-25_328.jpg",0.04,0,0.02,0,0.16,0,0.06,0,0,0,0.12,0,0.46,0,0.02,0,0,0,0
1,369,"3_2","3","2","2022_9_29_10-35-25_112.jpg",0,0,0,0,0.1,0,0.02,0,0,0,0,0,0.84,0,0.04,0,0,0,0
1,414,"3_2","3","2","2022_9_29_10-35-25_440.jpg",0,0,0.04,0,0.1,0,0.12,0,0,0,0,0.04,0.52,0,0.04,0,0,0,0
1,398,"3_2","3","2","2022_9_29_10-35-25_320.jpg",0,0.02,0.04,0.02,0.1,0,0.2,0,0,0,0,0,0.46,0,0.04,0,0,0,0
1,367,"3_2","3","2","2022_9_29_10-35-25_0.jpg",0.32,0.08,0,0.14,0.04,0,0.04,0,0,0,0,0,0.36,0,0.02,0,0,0,0
1,386,"3_2","3","2","2022_9_29_10-35-25_24.jpg",0.3,0.04,0.02,0.02,0.08,0,0,0,0,0,0,0.02,0.18,0,0.32,0,0,0,0
