time,date,site,transect,key,flight_time,sec_csum,depth,heading,lat,lon,temp,avg_dist,avg_conf,EucDIS,lat_smooth,lon_smooth,EucSmooth,heading_degrees,sim_x,sim_y,width,height,area,img_name,Points,cup_SI,anem_SI,bivalve_SI,CaCuc_MS,crab_MS,CucEmb_SI,encru_SI,gastro_MS,HydBry_SI,KelpBry_SI,scallop_SI,SponSol_SI,SStar_MS,TunSol_SI,urchin_MS,shell_SU,SS_SU,bould_SU,cob_SU,concr_SU,lgshell_SU,peb_SU,reef_SU,wood_SU,anth_SU,fish_MS,glass_SU,metal_SU,poly_SU,UNIdent,X3rib_KE,X5rib_KE,art_CA,branch_RE,broad_KE,bullBL_KE,bullST_KE,bushy_RE,cabb_KE,coland_KE,cord_KE,crust_CA,DiRet_KE,feath_KE,filam_BR,filam_RE,FlatAci_BR,fucus_BR,giant_KE,holdfas_BR,LaEph_KE,LaLoSi_KE,leaf_RE,palm_KE,ribbn_KE,sargass_BR,senes_AL,senes_RE,split_KE,stalk_KE,strap_KE,StriAci_BR,sugar_KE,ulva_GR,undaria_BR,unk_BR,unk_RE,eel_SG,surf_SG,alt_smooth,SimDIS
12:06:19,9/29/2022,2,2,2_2,0:11:13,416,-8.29056,66,47.6267738,-122.3935546,55.26,1.429333333,100,0.422337401,47.62674153,-122.3935432,0.304522798,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_416.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,8,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,68,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
12:06:27,9/29/2022,2,2,2_2,0:11:21,424,-8.04672,64,47.626728,-122.393486,55.26,1.980444444,100,3.830433521,47.62676173,-122.3935529,0.28157023,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_424.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
12:06:35,9/29/2022,2,2,2_2,0:11:29,432,-7.65048,75,47.6267967,-122.3935775,55.26,2.161,100,1.14954761,47.62677879,-122.3935597,0.209412296,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_432.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,NA,NA
12:00:11,9/29/2022,2,2,2_2,0:05:05,48,-8.9916,289,47.6268234,-122.3932418,54.93,0.476888889,100,0.710231756,47.62682017,-122.393231,0.112251351,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_48.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
12:00:19,9/29/2022,2,2,2_2,0:05:13,56,-8.9916,289,47.6268463,-122.3932647,54.91,1.264,100,0.433451558,47.62682314,-122.3932365,0.020712899,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_56.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,36,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
12:00:27,9/29/2022,2,2,2_2,0:05:21,64,-9.08304,291,47.6268043,-122.3932189,54.91,1.031555556,100,0.710231923,47.62681996,-122.3932363,0.053049464,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_64.jpg,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,NA
12:00:35,9/29/2022,2,2,2_2,0:05:29,72,-9.08304,294,47.6268157,-122.3932418,54.91,1.091,100,0.578530304,47.62681429,-122.3932403,0.098722558,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_72.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,NA,NA
11:59:31,9/29/2022,2,2,2_2,0:04:25,8,-9.35736,314,47.6267776,-122.3931503,54.93,0.994333333,100,1.705744111,47.6267787,-122.3931516,0.185946199,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_8.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA
12:00:43,9/29/2022,2,2,2_2,0:05:37,80,-9.08304,294,47.6268005,-122.3932266,54.91,1.008222222,100,1.019576399,47.62681186,-122.3932521,0.105551734,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_80.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,NA,NA
12:00:51,9/29/2022,2,2,2_2,0:05:45,88,-9.08304,293,47.6268119,-122.3932723,54.91,1.268222222,100,0.571016962,47.62680899,-122.3932658,0.176880597,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_88.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,0,0,14,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,NA,NA
12:00:59,9/29/2022,2,2,2_2,0:05:53,96,-9.26592,294,47.6267967,-122.3932647,54.88,0.662444444,100,0,47.62680945,-122.3932838,0.150803724,NA,NA,NA,NA,NA,NA,2022_9_29_11-59-23_96.jpg,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA
10:12:09,9/29/2022,3,1,3_1,0:13:35,0,-9.4488,277,47.627098,-122.39122,54.73,1.011333333,100,0,47.62710083,-122.3912262,0,297,47.62698,-122.39122,2.835674083,1.239491727,3.514794566,2022_9_29_10-12-09_0.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1.011333333,NA
10:13:53,9/29/2022,3,1,3_1,0:15:19,104,-7.7724,277,47.6270751,-122.3914184,55.36,1.398333333,100,0,47.62708095,-122.3914097,0.042990859,297,47.62704896,-122.3913539,3.920782063,1.713799537,6.719434484,2022_9_29_10-12-09_104.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,34,0,8,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.398333333,NA
10:14:01,9/29/2022,3,1,3_1,0:15:27,112,-7.71144,277,47.6270828,-122.3914031,55.38,1.2968,100,0,47.62708305,-122.391405,0.059915849,297,47.62705455,-122.3913649,3.636093097,1.589360124,5.779061375,2022_9_29_10-12-09_112.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.2968,NA
10:14:09,9/29/2022,3,1,3_1,0:15:35,120,-7.62,277,47.6271018,-122.3913879,55.4,1.266933333,100,1.028801192,47.62708569,-122.3913978,0.086051493,297,47.62705939,-122.3913743,3.552350051,1.55275549,5.515931044,2022_9_29_10-12-09_120.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,1,0,0,0,32,0,3,0,0,6,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.266933333,NA
10:14:17,9/29/2022,3,1,3_1,0:15:43,128,-7.04088,277,47.6270942,-122.3913803,55.44,1.412666667,70.93333333,0,47.62708896,-122.39139,0.085052391,297,47.62706428,-122.3913837,3.960971249,1.731366494,6.857892903,2022_9_29_10-12-09_128.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,38,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.412666667,NA
10:14:25,9/29/2022,3,1,3_1,0:15:51,136,-7.0104,276,47.627098,-122.3913803,55.45,0.857866667,100,0,47.62709025,-122.3913832,0.053954769,296,47.62706949,-122.3913939,2.405369421,1.051402739,2.529011999,2022_9_29_10-12-09_136.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,72,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857866667,NA
10:14:33,9/29/2022,3,1,3_1,0:15:59,144,-7.1628,244,47.6270866,-122.3913803,55.47,1.080866667,100,0,47.62709003,-122.3913783,0.040356841,264,47.62707209,-122.3914045,3.030638361,1.324711891,4.014722673,2022_9_29_10-12-09_144.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080866667,NA
10:14:41,9/29/2022,3,1,3_1,0:16:07,152,-7.3152,256,47.6270828,-122.3913726,55.45,1.267666667,100,0,47.62708876,-122.3913761,0.033758006,276,47.62707171,-122.3914153,3.554406244,1.553654265,5.522318421,2022_9_29_10-12-09_152.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,1,0,0,0,34,0,0,0,3,0,0,0,0,0,10,0,5,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.267666667,NA
10:14:49,9/29/2022,3,1,3_1,0:16:15,160,-7.58952,268,47.627079,-122.3913803,55.4,0.974666667,100,0.57852749,47.62708488,-122.3913768,0.048542244,288,47.62707464,-122.3914261,2.732864543,1.194553003,3.264551548,2022_9_29_10-12-09_160.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,0,1,0,0,0,19,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.974666667,NA
10:14:57,9/29/2022,3,1,3_1,0:16:23,168,-7.65048,280,47.627079,-122.3913803,55.38,4.180125,0,0,47.62707882,-122.391381,0.11357892,300,47.62708166,-122.3914386,2.546125029,1.112927938,2.833653679,2022_9_29_10-12-09_168.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,26,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.908066667,NA
10:15:05,9/29/2022,3,1,3_1,0:16:31,176,-6.858,281,47.6270751,-122.3913879,55.36,1.025928571,100,0,47.6270709,-122.3913896,0.148044662,301,47.62708748,-122.3914482,2.876597621,1.257379674,3.616975378,2022_9_29_10-12-09_176.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,29,0,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1.025928571,NA
10:15:13,9/29/2022,3,1,3_1,0:16:39,184,-6.4008,270,47.6270713,-122.3914108,55.33,1.058333333,14.2,0.716284224,47.62706297,-122.3914013,0.156004498,290,47.62709309,-122.3914592,2.967457222,1.297095001,3.849073929,2022_9_29_10-12-09_184.jpg,100,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.058333333,NA
10:15:21,9/29/2022,3,1,3_1,0:16:47,192,-6.27888,268,47.6270561,-122.3914184,55.36,4.602266667,0,0,47.62705762,-122.3914135,0.179343048,288,47.62709733,-122.3914714,3.634695598,1.588749268,5.774619972,2022_9_29_10-12-09_192.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,26,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,16,0,0,3,0,0,0,1.296301587,NA
10:15:29,9/29/2022,3,1,3_1,0:16:55,200,-5.73024,270,47.6270523,-122.391426,55.4,1.7468,97.73333333,0,47.62704945,-122.3914278,0.178623005,290,47.62710058,-122.3914808,3.971853341,1.736123127,6.895626443,2022_9_29_10-12-09_200.jpg,100,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,14,0,0,2,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,1.416547727,NA
10:15:37,9/29/2022,3,1,3_1,0:17:03,208,-5.82168,273,47.6270332,-122.3914337,55.4,1.699533333,100,0,47.62704188,-122.3914417,0.159978464,293,47.6271031,-122.3914874,3.578721549,1.564282645,5.598132009,2022_9_29_10-12-09_208.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,8,3,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276338636,NA
10:15:45,9/29/2022,3,1,3_1,0:17:11,216,-5.66928,287,47.627037,-122.3914489,55.45,4.5838,26.8,0.422337496,47.6270357,-122.3914558,0.153168674,307,47.62710939,-122.3914995,2.44858837,1.070294025,2.620709503,2022_9_29_10-12-09_216.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,7,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873280555,NA
10:15:53,9/29/2022,3,1,3_1,0:17:19,224,-5.334,291,47.6270332,-122.3914642,55.47,4.434266667,0,0,47.62702908,-122.3914684,0.135032111,311,47.62711684,-122.3915072,2.218845392,0.969871864,2.151995715,2022_9_29_10-12-09_224.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,13,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791343518,NA
10:16:01,9/29/2022,3,1,3_1,0:17:27,232,-5.334,282,47.6270332,-122.3914794,55.51,0.9408,97.73333333,0,47.62702534,-122.3914789,0.093172841,302,47.62712269,-122.3915156,2.637905911,1.153045963,3.041626761,2022_9_29_10-12-09_232.jpg,100,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,29,0,0,0,0,0,0,10,0,24,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.9408,NA
10:12:33,9/29/2022,3,1,3_1,0:13:59,24,-9.26592,278,47.6271018,-122.3912734,54.91,4.039333333,0,0,47.62710275,-122.3912656,0.192101612,298,47.62699587,-122.3912507,3.985274606,1.74198965,6.942307117,2022_9_29_10-12-09_24.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.421334375,NA
10:16:09,9/29/2022,3,1,3_1,0:17:35,240,-5.57784,270,47.6270179,-122.3914871,55.58,0.901066667,100,0.422337493,47.62702177,-122.3914861,0.071881481,290,47.62712878,-122.3915291,2.526497754,1.104348727,2.790134579,2022_9_29_10-12-09_240.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,12,0,0,0,2,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.901066667,NA
10:16:25,9/29/2022,3,1,3_1,0:17:51,256,-5.45592,281,47.6270217,-122.39151,55.58,0.801866667,80.93333333,0.855789128,47.62702043,-122.3914934,0.019799946,301,47.62713768,-122.3915515,2.248351212,0.982769051,2.209609987,2022_9_29_10-12-09_256.jpg,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,49,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0.801866667,NA
10:16:33,9/29/2022,3,1,3_1,0:17:59,264,-5.51688,297,47.6269989,-122.3915023,55.54,1.721933333,87.6,0,47.62701773,-122.3914958,0.054669382,317,47.62714574,-122.3915587,3.36159162,1.46937373,4.939434417,2022_9_29_10-12-09_264.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,43,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.1989,NA
10:16:41,9/29/2022,3,1,3_1,0:18:07,272,-5.27304,298,47.6269989,-122.3915023,55.51,1.361666667,2.133333333,0,47.62701214,-122.3914994,0.118037873,318,47.62715255,-122.3915646,3.817972523,1.668860813,6.37166473,2022_9_29_10-12-09_272.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,0,0,0,1.361666667,NA
10:16:49,9/29/2022,3,1,3_1,0:18:15,280,-4.60248,298,47.6269989,-122.3915023,55.51,0.896866667,100,0,47.62700585,-122.3915065,0.101155728,318,47.62715771,-122.391569,2.514721388,1.099201201,2.76418477,2022_9_29_10-12-09_280.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,32,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896866667,NA
10:16:57,9/29/2022,3,1,3_1,0:18:23,288,-4.63296,291,47.6270179,-122.39151,55.53,1.0604,100,0,47.62699966,-122.3915156,0.125081958,311,47.62716401,-122.3915749,2.973251943,1.299627911,3.864121213,2022_9_29_10-12-09_288.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.0604,NA
10:17:05,9/29/2022,3,1,3_1,0:18:31,296,-4.32816,284,47.6270027,-122.3915176,55.56,0.815333333,49.53333333,0,47.62699629,-122.3915287,0.140517365,304,47.62716984,-122.3915835,2.286110351,0.999273818,2.284450219,2022_9_29_10-12-09_296.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,13,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,18,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,16,0,0,0,0.815333333,NA
10:17:12,9/29/2022,3,1,3_1,0:18:39,304,-4.35864,285,47.6269874,-122.3915252,55.58,1.0474,100,0,47.62699406,-122.3915427,0.160323461,305,47.62717375,-122.3915892,2.936801287,1.283695091,3.769957396,2022_9_29_10-12-09_304.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,14,0,1,0,0,21,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1.0474,NA
10:17:13,9/29/2022,3,1,3_1,0:18:39,304,-4.32816,284,47.6269874,-122.3915252,55.6,1.048066667,100,0,47.62699373,-122.3915448,0.164097669,304,47.62717446,-122.3915902,2.938670553,1.284512159,3.774758056,2022_9_29_10-12-09_304.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,14,0,1,0,0,21,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1.048066667,NA
10:17:20,9/29/2022,3,1,3_1,0:18:47,312,-3.81,284,47.6270027,-122.3915634,55.6,0.856533333,89.93333333,0,47.62699231,-122.3915608,0.170752774,304,47.62717848,-122.391596,2.401630891,1.049768603,2.521156705,2022_9_29_10-12-09_312.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,52,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0.856533333,NA
10:12:41,9/29/2022,3,1,3_1,0:14:07,32,-9.23544,277,47.6271018,-122.3912887,55,0.888933333,100,0.716894125,47.62709986,-122.3912871,0.21445132,297,47.62700135,-122.3912613,2.49247714,1.089478094,2.715499244,2022_9_29_10-12-09_32.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,37,0,14,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0.888933333,NA
10:17:28,9/29/2022,3,1,3_1,0:18:55,320,-3.41376,277,47.6269569,-122.3915786,55.62,3.2022,5.333333333,0,47.62698998,-122.3915794,0.179350028,297,47.62718247,-122.3916037,2.467117455,1.078393209,2.66052271,2022_9_29_10-12-09_320.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,14,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.879888889,NA
10:17:36,9/29/2022,3,1,3_1,0:19:03,328,-3.38328,277,47.626976,-122.3916015,55.62,1.0388125,100,0.422337486,47.62698859,-122.3915975,0.165022113,297,47.62718632,-122.3916111,2.912722825,1.273170237,3.708392011,2022_9_29_10-12-09_328.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,11,0,8,0,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,2,0,4,2,0,0,1.0388125,NA
10:17:44,9/29/2022,3,1,3_1,0:19:11,336,-3.41376,277,47.6269645,-122.3916397,55.63,1.6948,26.53333333,0.578528739,47.6269878,-122.3916142,0.148974484,297,47.62719087,-122.3916201,2.804775728,1.225985854,3.438615364,2022_9_29_10-12-09_336.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,21,0,0,0,0,0,0,17,0,0,0,5,0,0,1,1,0,17,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,5,3,0,0,1.000313542,NA
10:17:52,9/29/2022,3,1,3_1,0:19:19,344,-3.32232,278,47.626995,-122.3916397,55.65,0.9596,100,0,47.62698774,-122.3916276,0.103494818,298,47.62719583,-122.3916296,2.690619167,1.176087273,3.164402957,2022_9_29_10-12-09_344.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,21,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.9596,NA
10:18:01,9/29/2022,3,1,3_1,0:19:27,352,-3.07848,276,47.6270332,-122.3916473,55.65,4.4166,65.33333333,0.844674975,47.626989,-122.3916358,0.053674588,296,47.62720155,-122.391641,2.773116036,1.212147195,3.361424823,2022_9_29_10-12-09_352.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,0,45,0,8,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0.989022222,NA
10:18:08,9/29/2022,3,1,3_1,0:19:35,360,-3.01752,277,47.6270294,-122.3916473,55.67,4.264866667,93.26666667,0.855789119,47.62699222,-122.3916384,0.044309277,297,47.62720537,-122.3916487,2.574060147,1.125138561,2.896174329,2022_9_29_10-12-09_360.jpg,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,34,0,8,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,25,0,3,0,0,0,0.918029629,NA
