"key","site","transect","img_name","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","kelp_holdfast","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
"4_1","4","1","2022_10_10_09-46-57_104.jpg",7,16,3,6,0,0,6,0,0,0,0,1,56,0,5,0,0,0,0
"4_1","4","1","2022_10_10_09-46-57_224.jpg",4,9,0,1,0,0,11,0,0,0,0,1,67,0,6,0,0,0,0
"4_1","4","1","2022_10_10_09-46-57_480.jpg",4,30,0,0,0,0,21,0,0,0,1,0,44,0,0,0,0,0,0
"4_1","4","1","2022_10_10_09-46-57_304.jpg",2,14,7,34,3,0,20,0,0,0,0,2,7,0,6,1,0,0,0
"4_1","4","1","2022_10_10_09-46-57_192.jpg",26,36,6,15,0,0,3,1,0,0,0,2,0,0,3,0,0,0,2
"4_1","4","1","2022_10_10_09-46-57_16.jpg",0,10,2,28,2,0,5,2,0,0,0,0,47,0,4,0,0,0,0
"4_1","4","1","2022_10_10_09-46-57_296.jpg",3,21,2,28,0,0,21,0,0,0,0,4,0,0,13,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_600.jpg",0,0,5,0,2,0,2,0,0,0,6,1,73,0,4,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_272.jpg",6,10,7,19,1,0,26,0,0,0,13,0,13,0,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_424.jpg",1,3,3,17,4,0,2,8,0,0,9,0,38,0,9,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_608.jpg",0,0,12,0,0,0,0,0,0,0,0,0,81,0,3,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_224.jpg",1,0,0,1,8,0,13,10,1,0,15,0,12,0,35,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_560.jpg",1,0,0,0,1,0,11,0,0,0,23,0,31,0,23,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_360.jpg",2,0,2,49,0,0,43,0,0,0,1,0,0,0,3,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_400.jpg",0,0,2,0,1,0,8,7,0,0,35,0,37,0,5,1,0,0,0
"5_1","5","1","2022_9_26_13-11-07_584.jpg",0,0,3,0,13,0,8,0,0,0,32,0,6,0,12,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_384.jpg",1,8,0,5,0,0,0,0,0,0,14,0,68,0,3,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_416.jpg",0,0,2,0,11,0,14,2,0,0,21,0,21,0,22,0,0,0,4
"5_1","5","1","2022_9_26_13-11-07_152.jpg",2,7,2,0,0,0,11,0,0,0,9,0,3,0,21,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_496.jpg",0,1,0,0,0,0,1,2,0,0,6,0,36,0,53,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_768.jpg",0,0,1,0,4,0,20,24,0,0,0,4,25,0,17,0,0,0,2
"5_1","5","1","2022_9_26_13-11-07_672.jpg",0,8,3,25,0,0,15,5,0,0,0,12,4,0,15,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_72.jpg",2,20,3,2,3,0,12,8,0,0,4,7,0,0,37,0,0,0,2
"5_1","5","1","2022_9_26_13-11-07_264.jpg",3,9,13,24,3,0,26,0,0,0,0,1,0,0,15,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_120.jpg",0,0,8,0,6,0,38,1,0,1,0,4,0,0,41,1,0,0,0
"5_1","5","1","2022_9_26_13-11-07_0.jpg",3,20,1,0,0,0,22,0,0,2,48,0,0,0,4,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_312.jpg",0,1,10,24,0,0,6,0,0,0,10,2,21,0,17,0,0,2,0
"5_1","5","1","2022_9_26_13-11-07_32.jpg",0,36,1,2,0,0,4,0,0,0,34,0,0,0,19,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_568.jpg",0,0,0,0,1,0,12,0,0,0,16,0,5,0,15,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_624.jpg",0,0,4,2,6,0,17,0,0,0,0,6,10,0,15,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_696.jpg",1,3,3,10,0,0,9,1,0,0,0,2,0,0,40,0,0,0,4
"5_1","5","1","2022_9_26_13-11-07_640.jpg",0,0,0,0,5,0,16,0,0,0,15,1,17,0,1,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_488.jpg",0,2,14,3,1,0,8,0,0,0,11,0,31,6,17,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_168.jpg",3,2,16,5,2,0,24,0,0,0,1,1,0,2,25,0,1,0,0
"5_1","5","1","2022_9_26_13-11-07_80.jpg",0,12,2,0,0,0,8,0,0,0,35,0,0,0,38,0,3,0,0
"5_1","5","1","2022_9_26_13-11-07_176.jpg",0,0,10,0,9,0,19,4,0,0,6,4,8,0,25,2,0,0,0
"5_1","5","1","2022_9_26_13-11-07_656.jpg",0,6,2,13,7,0,17,6,0,0,0,22,0,0,11,1,0,0,1
"5_1","5","1","2022_9_26_13-11-07_464.jpg",0,4,8,13,3,0,8,1,0,0,37,0,3,0,16,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_528.jpg",0,0,3,0,0,0,21,10,0,0,41,0,6,0,18,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_136.jpg",0,0,1,0,0,2,20,6,0,0,23,2,0,0,46,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_248.jpg",1,11,0,17,0,0,12,0,0,0,8,3,30,0,16,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_296.jpg",5,4,9,44,0,0,9,2,0,0,0,1,5,0,6,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_616.jpg",0,0,3,0,12,0,2,0,0,0,0,0,52,0,4,0,0,0,2
"5_1","5","1","2022_9_26_13-11-07_552.jpg",0,1,12,0,3,0,26,4,0,0,0,1,31,0,14,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_216.jpg",3,22,0,3,9,0,10,0,0,0,1,2,17,0,16,1,0,0,1
"5_1","5","1","2022_9_26_13-11-07_128.jpg",2,6,2,0,0,0,23,4,0,0,25,1,6,0,20,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_408.jpg",0,0,1,0,7,0,4,1,0,0,28,0,39,0,19,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_232.jpg",0,0,0,0,0,0,27,0,0,0,13,0,17,0,39,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_544.jpg",0,0,0,0,1,0,12,2,0,0,3,0,40,0,27,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_512.jpg",0,4,0,0,0,0,14,3,0,0,34,0,23,0,5,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_704.jpg",0,1,2,12,2,0,16,2,0,0,4,3,19,0,10,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_392.jpg",1,2,0,3,3,0,11,3,0,0,43,0,18,0,10,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_576.jpg",0,0,0,6,4,0,6,0,1,0,20,10,1,0,20,0,2,0,0
"5_1","5","1","2022_9_26_13-11-07_520.jpg",0,3,1,0,0,0,9,2,0,0,42,1,30,0,7,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_728.jpg",0,0,0,0,13,0,14,11,0,0,1,3,21,0,31,5,0,0,0
"5_1","5","1","2022_9_26_13-11-07_184.jpg",2,3,1,1,6,0,18,0,0,0,1,3,6,0,52,0,1,0,1
"5_1","5","1","2022_9_26_13-11-07_448.jpg",1,6,5,34,11,0,3,0,0,0,36,0,0,0,2,0,0,1,0
"6_1","6","1","2022_8_15_09-59-38_208.jpg",2,1,5,9,0,0,2,0,0,6,71,3,0,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_608.jpg",0,1,1,0,0,0,27,0,0,2,0,21,0,0,10,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_232.jpg",0,0,0,0,2,0,11,0,0,19,61,0,0,0,5,2,0,0,0
"6_1","6","1","2022_8_15_09-59-38_360.jpg",0,0,0,0,2,0,12,0,0,8,20,9,0,0,0,1,0,0,5
"6_1","6","1","2022_8_15_09-59-38_720.jpg",0,0,0,0,0,0,8,0,0,53,0,29,0,0,10,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_336.jpg",0,3,10,5,0,0,11,0,0,13,40,4,0,0,14,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_512.jpg",0,0,3,1,0,0,12,0,0,20,40,19,0,0,5,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_8.jpg",1,13,4,73,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_128.jpg",6,4,6,1,0,0,3,0,2,1,72,1,0,0,1,0,0,0,3
"6_1","6","1","2022_8_15_09-59-38_112.jpg",15,12,1,4,0,0,5,0,0,0,60,2,0,0,1,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_456.jpg",0,0,2,0,5,0,5,0,0,21,23,19,4,0,21,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_288.jpg",0,6,1,11,1,0,4,0,0,6,61,5,0,0,1,0,0,0,4
"6_1","6","1","2022_8_15_09-59-38_744.jpg",0,0,1,0,0,0,14,0,0,10,9,30,0,0,31,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_712.jpg",0,3,2,0,0,0,16,0,0,3,0,48,0,0,27,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_80.jpg",23,22,7,5,0,0,13,0,0,0,0,7,0,0,23,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_472.jpg",0,0,3,0,0,0,11,0,0,13,3,42,0,0,28,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_416.jpg",0,0,0,0,11,0,18,0,0,32,2,11,0,0,24,2,0,0,0
"6_1","6","1","2022_8_15_09-59-38_624.jpg",0,0,2,0,0,0,16,0,0,20,15,34,0,0,13,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_184.jpg",1,0,5,0,0,0,19,0,0,8,48,0,8,0,1,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_528.jpg",0,0,0,0,0,0,14,0,0,11,10,35,0,0,30,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_552.jpg",0,0,0,0,0,0,8,0,0,12,8,46,0,0,17,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_600.jpg",0,1,3,3,0,0,14,0,0,40,0,21,0,0,5,1,0,0,0
"6_1","6","1","2022_8_15_09-59-38_24.jpg",1,15,2,6,0,0,67,0,0,0,5,4,0,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_272.jpg",3,3,1,2,0,0,1,0,0,16,57,7,0,0,10,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_176.jpg",2,6,2,1,0,0,3,0,0,6,74,0,0,2,4,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_648.jpg",0,0,2,1,0,0,14,0,0,55,10,14,0,0,4,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_264.jpg",0,0,3,5,0,0,4,0,0,22,53,7,0,0,6,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_248.jpg",0,3,6,3,2,0,3,0,0,8,54,4,0,0,17,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_496.jpg",0,0,0,0,0,0,23,3,0,34,2,23,0,0,15,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_592.jpg",0,0,0,0,0,0,10,0,0,8,0,28,0,0,7,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_240.jpg",0,2,3,3,0,0,0,0,0,45,44,1,0,0,2,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_200.jpg",6,4,5,18,0,0,12,0,0,5,37,4,0,0,7,1,0,0,0
"6_1","6","1","2022_8_15_09-59-38_304.jpg",0,4,0,0,0,0,4,0,0,7,57,15,0,2,9,0,0,0,2
"6_1","6","1","2022_8_15_09-59-38_344.jpg",0,0,8,1,0,0,7,0,0,34,41,5,0,0,4,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_136.jpg",4,9,6,7,0,0,2,0,0,0,70,0,0,0,1,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_664.jpg",0,1,5,7,0,0,12,0,0,25,25,18,0,0,6,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_280.jpg",2,4,5,1,6,0,6,0,1,1,57,13,0,0,4,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_96.jpg",4,6,4,2,0,0,3,0,0,0,77,1,0,0,1,0,0,0,2
"6_1","6","1","2022_8_15_09-59-38_632.jpg",0,0,1,1,0,0,17,0,0,13,24,17,0,0,27,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_728.jpg",0,2,0,0,0,0,9,0,0,52,0,34,0,0,2,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_72.jpg",32,30,7,7,0,0,9,0,0,0,0,9,0,0,6,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_144.jpg",1,6,0,7,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_640.jpg",0,4,3,13,0,0,10,0,0,8,17,32,0,0,13,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_56.jpg",35,29,4,8,1,0,9,0,0,0,0,12,0,0,2,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_696.jpg",0,0,2,0,0,0,26,0,0,28,3,31,0,0,10,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_104.jpg",12,5,18,16,0,0,3,0,0,0,28,11,0,0,7,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_488.jpg",0,0,1,0,0,0,16,0,0,12,0,58,0,0,13,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_584.jpg",0,2,0,0,0,0,4,0,0,19,0,40,0,0,9,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_320.jpg",0,3,4,4,0,0,8,0,0,17,33,2,7,0,22,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_520.jpg",0,0,0,0,0,0,8,0,0,1,21,53,0,0,17,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_320.jpg",2,19,1,0,0,0,9,0,0,0,6,1,61,0,1,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_272.jpg",2,23,13,4,0,0,2,1,0,0,49,0,0,0,6,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_144.jpg",3,1,42,1,0,0,2,0,0,0,0,14,0,0,34,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_136.jpg",0,0,6,1,0,0,8,0,0,0,81,4,0,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_424.jpg",11,50,4,13,0,0,3,0,0,0,1,5,0,0,13,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_56.jpg",12,5,4,0,0,0,8,0,0,0,57,6,0,0,3,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_0.jpg",34,0,0,0,0,0,42,10,0,0,9,2,0,0,3,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_264.jpg",0,10,5,0,0,0,2,1,1,0,71,3,0,0,7,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_64.jpg",3,1,0,0,0,0,7,0,0,0,80,1,0,0,2,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_368.jpg",1,12,1,20,0,0,5,0,0,0,8,0,45,0,2,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_488.jpg",1,7,26,7,0,0,7,0,0,0,32,5,12,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_88.jpg",3,1,0,0,0,0,11,3,0,0,56,7,0,0,5,0,2,0,0
"7_1","7","1","2022_8_15_11-59-18_256.jpg",0,5,3,0,0,0,3,0,0,0,82,2,0,0,1,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_544.jpg",0,21,5,7,0,0,6,0,0,0,21,1,26,0,6,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_24.jpg",49,3,2,2,0,0,13,2,0,0,0,8,0,0,6,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_480.jpg",0,20,0,2,0,0,3,0,0,0,73,0,0,0,0,0,0,0,1
"7_1","7","1","2022_8_15_11-59-18_456.jpg",9,25,3,21,0,0,11,0,0,0,22,0,0,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_16.jpg",50,0,1,0,0,0,26,0,0,0,11,4,0,0,7,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_216.jpg",5,41,4,8,0,0,4,0,0,0,36,0,0,0,2,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_312.jpg",1,5,4,9,0,0,8,0,0,0,48,0,11,0,11,0,1,0,0
"7_1","7","1","2022_8_15_11-59-18_48.jpg",20,10,2,1,0,0,22,2,0,0,3,9,0,0,7,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_360.jpg",0,24,2,22,0,0,0,0,0,0,9,0,39,0,3,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_288.jpg",2,0,0,0,0,0,9,0,0,0,89,0,0,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_232.jpg",0,8,0,0,0,0,1,0,0,0,48,1,41,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_352.jpg",1,13,5,25,0,0,2,0,0,0,33,1,17,0,3,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_528.jpg",12,1,1,30,0,0,1,0,1,0,8,1,8,0,36,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_240.jpg",6,12,15,10,0,0,12,0,0,0,29,6,0,0,4,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_96.jpg",12,4,5,0,0,0,11,4,0,0,31,12,0,0,17,0,0,3,0
"7_1","7","1","2022_8_15_11-59-18_304.jpg",0,16,14,2,0,0,11,0,0,0,50,1,6,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_536.jpg",0,1,1,2,0,0,1,0,0,0,92,2,0,0,0,0,0,0,1
"7_1","7","1","2022_8_15_11-59-18_408.jpg",6,42,2,36,0,0,2,0,1,0,5,3,0,0,3,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_280.jpg",0,9,0,0,0,0,7,0,0,0,48,1,32,0,2,1,0,0,0
"7_1","7","1","2022_8_15_11-59-18_128.jpg",0,0,0,0,0,0,6,0,0,0,94,0,0,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_208.jpg",8,34,6,5,0,0,9,0,0,0,30,4,0,0,2,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_112.jpg",11,7,33,1,0,3,10,1,0,0,0,8,0,0,25,0,0,0,1
"7_1","7","1","2022_8_15_11-59-18_344.jpg",0,2,11,1,0,0,2,0,0,0,79,4,0,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_192.jpg",1,23,5,42,4,0,10,3,0,0,0,3,0,0,9,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_120.jpg",3,6,7,3,0,0,6,1,0,0,65,5,0,0,2,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_376.jpg",0,11,4,14,0,0,10,0,0,0,2,4,14,0,1,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_152.jpg",8,1,14,14,0,0,5,0,0,0,32,11,0,0,8,0,0,0,1
"7_1","7","1","2022_8_15_11-59-18_440.jpg",14,34,1,5,0,0,9,0,0,0,18,2,0,0,13,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_72.jpg",5,1,3,2,0,0,11,2,0,0,60,3,0,0,4,0,6,0,0
"7_1","7","1","2022_8_15_11-59-18_336.jpg",3,36,5,2,0,0,7,0,0,0,37,0,1,0,2,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_200.jpg",10,28,4,10,15,0,16,1,0,0,9,0,0,0,7,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_432.jpg",3,15,1,6,0,1,7,0,0,0,26,0,29,0,3,0,1,0,0
"7_1","7","1","2022_8_15_11-59-18_104.jpg",40,9,5,0,0,0,10,0,0,0,13,8,0,0,10,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_248.jpg",8,21,11,11,0,0,12,2,0,0,4,9,0,0,12,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_328.jpg",1,9,2,1,0,0,5,0,0,0,76,2,0,0,1,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_496.jpg",1,3,23,5,0,0,7,0,0,0,52,4,0,0,3,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_184.jpg",0,10,3,45,0,0,32,0,0,0,5,5,0,0,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_512.jpg",7,0,0,39,0,0,31,10,0,0,0,0,0,0,12,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_272.jpg",8,3,32,1,2,4,24,0,0,0,4,0,0,0,17,4,0,0,1
"8_1","8","1","2022_10_11_10-06-06_240.jpg",6,0,19,43,0,0,6,9,0,0,0,0,0,0,17,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_168.jpg",12,12,20,24,0,0,1,0,0,0,21,0,0,0,10,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_232.jpg",2,0,6,56,0,0,26,0,0,0,0,0,0,0,10,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_624.jpg",9,6,0,7,0,0,12,1,0,0,64,0,0,0,1,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_224.jpg",9,3,5,52,5,0,12,0,0,0,0,0,0,0,14,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_48.jpg",18,3,4,33,0,0,20,0,0,0,0,3,0,0,13,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_576.jpg",15,4,5,21,0,0,22,10,0,0,10,3,0,0,7,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_464.jpg",18,4,10,37,1,0,19,1,0,0,2,0,0,0,3,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_520.jpg",26,1,31,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
"8_1","8","1","2022_10_11_10-06-06_288.jpg",30,6,5,10,0,1,21,0,0,0,5,0,0,0,22,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_672.jpg",17,6,13,11,6,0,21,0,0,0,4,7,0,0,15,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_440.jpg",14,0,0,33,0,0,4,0,0,0,31,4,0,0,11,0,1,0,0
"8_1","8","1","2022_10_11_10-06-06_88.jpg",23,3,4,12,2,4,15,4,0,0,5,5,0,0,16,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_120.jpg",21,13,10,6,0,0,16,0,1,1,22,1,0,0,5,0,0,0,2
"8_1","8","1","2022_10_11_10-06-06_312.jpg",10,16,5,49,4,0,6,0,0,0,1,3,0,0,6,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_264.jpg",24,0,7,3,2,0,29,11,0,0,2,0,0,0,15,5,0,0,2
"8_1","8","1","2022_10_11_10-06-06_408.jpg",25,11,3,16,0,0,23,9,0,0,0,3,0,0,4,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_600.jpg",13,2,2,12,0,0,31,7,0,3,17,1,0,0,10,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_128.jpg",19,9,18,15,0,0,16,0,0,0,6,0,1,0,16,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_24.jpg",8,9,7,32,0,0,42,0,0,0,1,0,0,0,1,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_480.jpg",26,3,1,21,0,0,32,5,0,0,0,1,0,0,3,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_456.jpg",17,2,3,22,0,0,11,5,0,0,17,2,7,0,13,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_72.jpg",14,8,5,32,0,0,25,0,0,0,0,3,0,0,10,0,0,0,1
"8_1","8","1","2022_10_11_10-06-06_544.jpg",35,3,4,17,0,0,22,0,0,0,11,0,0,0,2,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_96.jpg",32,15,9,15,0,0,18,0,0,0,0,0,0,0,10,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_136.jpg",18,3,7,20,0,0,22,0,0,0,0,0,0,0,13,0,0,3,0
"8_1","8","1","2022_10_11_10-06-06_472.jpg",16,4,3,32,0,0,16,3,0,0,0,1,0,0,14,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_56.jpg",5,2,8,44,4,0,20,0,0,0,0,2,0,0,9,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_656.jpg",10,5,4,22,1,0,22,0,0,2,11,5,0,0,12,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_216.jpg",3,1,22,45,0,2,6,0,0,0,0,0,0,0,20,0,0,0,1
"8_1","8","1","2022_10_11_10-06-06_192.jpg",17,13,4,32,0,0,11,0,0,0,2,1,0,0,17,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_384.jpg",13,2,3,12,0,0,25,3,0,0,14,2,0,0,17,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_568.jpg",6,6,3,21,0,0,26,8,0,0,7,1,0,0,13,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_552.jpg",36,1,8,4,0,17,17,0,0,0,2,1,0,0,14,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_632.jpg",14,4,0,11,0,0,6,0,0,0,55,3,0,0,7,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_304.jpg",5,6,13,42,0,0,6,0,0,0,13,0,0,0,15,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_496.jpg",19,3,1,41,0,0,24,5,0,0,0,2,0,0,1,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_64.jpg",3,8,13,32,0,0,25,0,0,0,0,2,0,0,13,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_664.jpg",26,11,8,27,0,0,16,0,0,0,7,4,0,0,1,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_368.jpg",15,15,11,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_344.jpg",5,8,4,13,2,3,30,0,0,0,21,0,0,0,14,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_488.jpg",9,3,8,29,1,0,25,1,0,0,0,0,0,0,6,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_184.jpg",3,10,4,7,0,0,11,0,0,0,25,2,0,0,30,7,0,0,0
"8_1","8","1","2022_10_11_10-06-06_112.jpg",16,3,6,7,9,1,11,0,0,0,12,0,0,0,34,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_160.jpg",11,8,28,23,0,0,5,7,0,0,13,0,0,0,3,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_504.jpg",9,1,2,40,0,0,32,1,0,0,4,0,0,0,3,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_376.jpg",30,1,4,22,7,0,7,2,0,0,9,5,0,0,9,0,0,1,0
"8_1","8","1","2022_10_11_10-06-06_280.jpg",7,6,20,10,0,6,20,0,0,0,16,6,0,0,9,0,0,0,0
