"term","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.63084824285064,0.403556325530805,-8.99712880990014,2.31697640294292e-19
"typeROV",-3.28803173489958,0.30595570017265,-10.7467575634125,6.13815580237961e-27
"siteElliott_Bay_Marina",-0.603918034812477,0.244053971005712,-2.47452656608625,0.0133412898120901
"seasonwinter",1.71628925824014,0.292142005261523,5.87484588771726,4.23236899648038e-09
"depthshallow",-0.374218470627014,0.231041629114127,-1.61970148869649,0.105296416269799
"annotatorB",0.753401661429321,0.331311686721288,2.27399663707942,0.0229661887201896
"annotatorC",1.20755738618303,0.318782546270677,3.78802854895858,0.000151847404508113
