Source_file,Name,Date,Time,Site_name,Transect_number,Transect_ID,Mode_num,Mode,Battery_V,Battery_A,Battery_W,Battery_mAh_used,Battery_Wh_used,Latitude,Longitude,EKFlat,EKFlon,DVLx,DVLy,DVLlat,DVLlon,Altitude,Depth,Depth_std,Depth_Source,Heading,Velocity_mps,Width,Area_m2,Distance,NEDz,VFR_alt,BR_encrust,BR_filam,BR_fucus,BR_sarg,GR_filam,GR_ulva,KE_5rib,KE_bull,KE_holdfas,KE_sieve,KE_stipe,KE_sugar,MS,RE_CCA,RE_branch,RE_bush,RE_encrust,RE_fil,RE_leaf,SI,SI_kelpBry,SU_anth,SU_bould,SU_cob,SU_peb,SU_sand,SU_shell,SU_silt,SU_wood,unknown
CNL_S24,2024_10_08_10-09-11.jpg,10/8/2024,10:09:11,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.6350303,1.449575758,19.76488352,42,0.583333333,47.6191216,-122.3624546,47.619118,-122.3624779,2.326996803,-5.315289497,47.61911419,-122.3624966,0.668606019,-9.75,-7.30341355,VFR_alt,316.7075461,0.098004211,1.164995336,0.979580835,0.084494363,9.928070068,-9.75,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.84,0.08,0,0.02,0,0
CNL_S24,2024_10_08_10-09-20.jpg,10/8/2024,10:09:20,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.61406748,2.110552147,28.7332465,47,0.638888889,47.6191394,-122.362452,47.6191277,-122.3624772,3.412647247,-5.257047653,47.61912396,-122.3624958,0.64263802,-9.739999771,-7.268288379,VFR_alt,321.2130581,0.084451091,1.119748065,0.905041326,0.145794022,9.917635918,-9.739999771,0,0,0,0,0,0.1,0,0,0,0,0,0.26,0,0,0.02,0.02,0,0,0,0,0.02,0,0,0.02,0.48,0.04,0,0.04,0,0
CNL_S24,2024_10_08_10-09-29.jpg,10/8/2024,10:09:29,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.5998773,2.663190184,36.21743926,52,0.722222222,47.6191485,-122.3624505,47.6191354,-122.3624754,4.269632339,-5.13144207,47.61913167,-122.3624941,0.682147237,-9.699999809,-7.268669654,VFR_alt,326.2855196,0.053874419,1.188589882,1.020055425,0.092716048,9.870515823,-9.699999809,0,0,0,0,0,0.3,0,0,0,0,0,0.5,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0.14,0,0,0,0,0
CNL_S24,2024_10_08_10-09-38.jpg,10/8/2024,10:09:38,Centennial Park,1,CNL_S24_T1,2,ALT_HOLD,13.6174878,4.292317073,58.39195793,58,0.805555556,47.6191634,-122.3624644,47.6191455,-122.3624742,5.391801834,-5.032767296,47.61914176,-122.3624928,0.443780482,-9.859999657,-7.191077899,VFR_alt,327.2891012,0.082385806,0.77325387,0.431594899,0.139740624,10.04162407,-9.859999657,0,0,0,0,0,0.08,0,0,0,0,0,0.8,0,0,0,0,0,0,0.02,0,0.02,0,0,0.02,0.04,0,0,0.02,0,0
CNL_S24,2024_10_08_10-09-47.jpg,10/8/2024,10:09:47,Centennial Park,1,CNL_S24_T1,2,ALT_HOLD,13.63254217,1.723253012,23.49256277,67,0.916666667,47.619157,-122.3624755,47.6191495,-122.3624709,5.83368206,-4.786540985,47.61914573,-122.3624895,0.236445777,-9.949999809,-7.074295804,VFR_alt,131.1213154,0.058054844,0.411988855,0.123087746,0.058965761,10.12606239,-9.949999809,0,0,0,0.04,0,0.06,0,0,0.04,0,0,0.48,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0.32,0,0,0,0,0
CNL_S24,2024_10_08_10-09-56.jpg,10/8/2024,10:09:56,Centennial Park,1,CNL_S24_T1,2,ALT_HOLD,13.5864,2.797090909,37.99480582,76,1.027777778,47.6191452,-122.3624882,47.6191498,-122.3624828,5.856595516,-5.677872658,47.61914594,-122.3625014,0.423030291,-9.880000114,-7.191084553,VFR_alt,304.5857456,0.076363656,0.737098234,0.392394909,0.031492249,10.0614481,-9.880000114,0,0,0,0,0,0.12,0,0,0,0,0,0.12,0,0,0.06,0.02,0,0,0.04,0,0,0,0,0.02,0.52,0,0.02,0.08,0,0
CNL_S24,2024_10_08_10-10-05.jpg,10/8/2024,10:10:05,Centennial Park,1,CNL_S24_T1,2,ALT_HOLD,13.62435583,1.744785276,23.77117337,81,1.111111111,47.6191446,-122.3625044,47.6191491,-122.3624884,5.790782452,-6.105248451,47.61914535,-122.3625071,0.622576689,-9.769999504,-7.280367766,VFR_alt,245.4011783,0.049325669,1.084792716,0.849479572,0.071216044,9.945783615,-9.769999504,0,0,0,0,0,0.02,0,0,0,0,0,0.12,0,0,0.04,0,0,0,0.02,0,0,0,0,0.08,0.58,0.02,0.02,0.08,0.02,0
CNL_S24,2024_10_08_10-10-14.jpg,10/8/2024,10:10:14,Centennial Park,1,CNL_S24_T1,2,ALT_HOLD,13.64314371,1.338323353,18.25903545,88,1.194444444,47.6191506,-122.3625165,47.6191529,-122.3624954,6.215322495,-6.630779266,47.61914917,-122.3625141,0.3520958,-9.979999542,-7.219180814,VFR_alt,347.4080684,0.035693235,0.613500258,0.27175718,0.08796783,10.15345192,-9.979999542,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0.02,0,0.06,0.02,0,0,0,0.04,0.16,0.5,0.02,0.04,0.08,0,0
CNL_S24,2024_10_08_10-10-23.jpg,10/8/2024,10:10:23,Centennial Park,1,CNL_S24_T1,2,ALT_HOLD,13.64129814,1.499937888,20.45861919,91,1.25,47.6191508,-122.3625278,47.6191536,-122.3625038,6.282274723,-7.257888794,47.61914977,-122.3625224,0.410807447,-9.869999886,-7.16688808,VFR_alt,359.2955297,0.016290849,0.715800854,0.369849752,0.037861309,10.04348373,-9.869999886,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0.08,0.04,0,0,0.04,0,0,0,0.02,0.04,0.56,0,0,0.14,0,0
CNL_S24,2024_10_08_10-10-32.jpg,10/8/2024,10:10:32,Centennial Park,1,CNL_S24_T1,2,ALT_HOLD,13.62479755,1.662208589,22.64665669,95,1.305555556,47.6191507,-122.3625311,47.6191536,-122.3625106,6.287481785,-7.768322945,47.61914982,-122.3625292,0.574233118,-9.63999939,-7.099158831,VFR_alt,352.3269154,0.029779573,1.000557705,0.723014618,0.054481205,9.825111389,-9.63999939,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0.12,0.64,0.02,0,0.06,0,0
CNL_S24,2024_10_08_10-10-41.jpg,10/8/2024,10:10:41,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.62765432,1.566296296,21.34392074,99,1.361111111,47.6191468,-122.3625431,47.6191542,-122.3625203,6.348069429,-8.4992342,47.61915036,-122.3625389,0.666111072,-9.609999657,-7.159881851,VFR_alt,312.0623057,0.057682227,1.16064808,0.97230972,0.124221383,9.784620285,-9.609999657,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0.06,0.66,0,0,0.18,0,0
CNL_S24,2024_10_08_10-10-50.jpg,10/8/2024,10:10:50,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.61693939,1.876121212,25.54699291,103,1.416666667,47.619148,-122.3625444,47.619154,-122.3625331,6.33776474,-9.460255146,47.61915027,-122.3625517,0.881454529,-9.449999809,-7.214218405,VFR_alt,356.3134457,0.05291643,1.53586774,1.702785227,0.078511438,9.617028236,-9.449999809,0,0,0,0,0,0.12,0,0,0,0,0,0.12,0,0,0.02,0.02,0,0,0.04,0,0,0,0,0.04,0.48,0,0,0.16,0,0
CNL_S24,2024_10_08_10-10-59.jpg,10/8/2024,10:10:59,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.54986667,5.833575758,79.04347224,112,1.527777778,47.6191496,-122.3625297,47.6191535,-122.3625301,6.266052246,-9.224227905,47.61914962,-122.3625486,0.608363634,-9.659999847,-7.150417562,VFR_alt,328.8080876,0.136679419,1.060027544,0.811113839,0.146263615,9.836907387,-9.659999847,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.08,0.6,0,0.02,0.18,0,0
CNL_S24,2024_10_08_10-11-08.jpg,10/8/2024,10:11:08,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.64401212,1.495575758,20.40548279,118,1.611111111,47.6191591,-122.3625139,47.6191572,-122.3625273,6.688313007,-9.021942616,47.61915342,-122.3625459,0.743454552,-9.420000076,-7.045214949,VFR_alt,318.8141728,0.041188471,1.295413234,1.2112206,0.041642394,9.597575188,-9.420000076,0,0.02,0,0,0,0.04,0,0,0,0,0,0.08,0,0,0,0,0,0,0.04,0,0,0,0,0,0.54,0,0.02,0.26,0,0
CNL_S24,2024_10_08_10-11-17.jpg,10/8/2024,10:11:17,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.64789024,1.385243902,18.9052911,121,1.638888889,47.6191629,-122.3625059,47.6191606,-122.3625261,7.06793642,-8.930321693,47.61915684,-122.3625446,0.670853634,-9.529999733,-7.082688754,VFR_alt,320.7401363,0.044433039,1.168911636,0.986275444,0.039639784,9.703738213,-9.529999733,0,0.06,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.04,0,0,0,0,0,0.06,0.54,0,0,0.1,0,0
CNL_S24,2024_10_08_10-11-26.jpg,10/8/2024,10:11:26,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.63544512,1.501585366,20.47461567,125,1.694444444,47.6191759,-122.3625044,47.6191658,-122.3625261,7.654364347,-8.931646824,47.61916211,-122.3625447,0.640243888,-9.529999733,-7.052417595,VFR_alt,315.0407949,0.06934786,1.115576471,0.898351014,0.090726135,9.705863953,-9.529999733,0,0.06,0,0,0,0.14,0,0,0,0,0,0,0,0,0.14,0.02,0,0.04,0.08,0,0,0,0,0.12,0.34,0,0,0.06,0,0
CNL_S24,2024_10_08_10-11-35.jpg,10/8/2024,10:11:35,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.6202454,1.764478528,24.03211178,128,1.75,47.6191727,-122.3625061,47.6191718,-122.3625271,8.319670439,-9.006258011,47.61916809,-122.3625457,0.815644169,-9.359999657,-7.058314546,VFR_alt,311.8800323,0.090870132,1.421198173,1.457941243,0.056316203,9.530041695,-9.359999657,0,0,0,0,0,0.02,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.02,0.52,0,0,0.16,0,0
CNL_S24,2024_10_08_10-11-44.jpg,10/8/2024,10:11:44,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.63564198,1.472777778,20.08178142,132,1.805555556,47.6191651,-122.362519,47.6191741,-122.3625296,8.579731941,-9.198090553,47.61917026,-122.3625482,0.641481466,-9.559999466,-7.084701198,VFR_alt,311.7587013,0.093701423,1.117732857,0.901983465,0.05037659,9.739843369,-9.559999466,0,0,0,0,0,0.1,0,0,0,0,0,0.24,0.02,0,0,0.04,0,0.02,0,0,0,0,0,0.04,0.38,0.02,0,0.14,0,0
CNL_S24,2024_10_08_10-11-53.jpg,10/8/2024,10:11:53,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.61946584,1.702049689,23.18089143,136,1.861111111,47.6191697,-122.3625352,47.6191779,-122.3625374,8.994161487,-9.780417919,47.61917399,-122.3625559,0.726583814,-9.5,-7.110301061,VFR_alt,304.0730064,0.102925782,1.266017251,1.156852531,0.082492993,9.678063393,-9.5,0,0,0.02,0,0,0.08,0,0,0,0,0,0.38,0,0,0.02,0,0,0,0.06,0,0,0,0,0.06,0.26,0,0.02,0.08,0,0.02
CNL_S24,2024_10_08_10-12-02.jpg,10/8/2024,10:12:02,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.62084663,1.755766871,23.91485571,141,1.916666667,47.6191757,-122.3625475,47.6191818,-122.3625477,9.43707335,-10.55339289,47.61917797,-122.3625662,0.6892638,-9.590000153,-7.163320575,VFR_alt,305.002616,0.128370094,1.200989954,1.041050904,0.109264204,9.764601707,-9.590000153,0,0.02,0,0,0,0.02,0,0,0,0,0,0.18,0,0,0,0.02,0,0.02,0,0,0,0,0.02,0.02,0.46,0,0,0.22,0,0.02
CNL_S24,2024_10_08_10-12-11.jpg,10/8/2024,10:12:11,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.64307317,1.350121951,18.41971927,146,2,47.6191903,-122.3625671,47.6191903,-122.3625572,10.38018175,-11.26905537,47.61918645,-122.3625757,0.685914635,-9.569999695,-7.140099768,VFR_alt,304.3432337,0.091692355,1.195154288,1.030988642,0.116268081,9.752770424,-9.569999695,0,0.06,0.02,0,0,0.04,0,0,0,0,0,0.08,0.02,0,0,0.02,0,0.02,0.04,0,0,0,0.02,0.1,0.3,0,0,0.28,0,0
CNL_S24,2024_10_08_10-12-20.jpg,10/8/2024,10:12:20,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.62221472,1.679447853,22.87775933,151,2.055555556,47.6191841,-122.362574,47.6191953,-122.3625683,10.93892032,-12.10124683,47.61919148,-122.3625868,0.759693242,-9.519999504,-7.163852712,VFR_alt,292.3603428,0.076625061,1.323707922,1.264639742,0.088051869,9.693767548,-9.519999504,0,0,0,0,0,0.04,0,0,0,0,0,0.14,0,0,0.02,0.02,0,0.04,0.06,0,0,0,0,0.06,0.44,0,0,0.18,0,0
CNL_S24,2024_10_08_10-12-29.jpg,10/8/2024,10:12:29,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.61980368,1.755521472,23.90980822,155,2.111111111,47.6191836,-122.3625901,47.6191951,-122.3625787,10.90903753,-12.88254452,47.61919121,-122.3625972,0.762515325,-9.590000153,-7.236565708,VFR_alt,299.8891035,0.078335138,1.328625188,1.274087566,0.102050507,9.76241684,-9.590000153,0,0,0,0,0,0.06,0,0,0,0,0,0.18,0,0,0,0,0,0.04,0.04,0,0,0,0,0.02,0.26,0.02,0.02,0.34,0,0.02
CNL_S24,2024_10_08_10-12-38.jpg,10/8/2024,10:12:38,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.61163975,2.117639752,28.82464366,160,2.166666667,47.6191886,-122.3626106,47.6191972,-122.3625913,11.14668381,-13.82639313,47.61919335,-122.3626097,0.69757763,-9.670000076,-7.251503962,VFR_alt,295.4108487,0.113217247,1.215476174,1.066324859,0.153503426,9.843359947,-9.670000076,0,0,0,0,0,0.2,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.1,0.42,0.02,0,0.22,0,0
CNL_S24,2024_10_08_10-12-47.jpg,10/8/2024,10:12:47,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.61376364,2.015272727,27.43545309,165,2.25,47.6191941,-122.3626374,47.6192,-122.3626117,11.46331573,-15.35721731,47.61919619,-122.3626301,0.734424239,-9.699999809,-7.318282116,VFR_alt,296.0615395,0.12762548,1.279678598,1.182526074,0.184738411,9.878486633,-9.699999809,0,0,0,0,0,0.08,0,0,0,0,0,0.78,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0.1,0,0,0,0,0
CNL_S24,2024_10_08_10-12-56.jpg,10/8/2024,10:12:56,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.62471779,1.941595092,26.45327325,170,2.333333333,47.6191903,-122.3626762,47.6192028,-122.3626356,11.77519917,-17.15201381,47.619199,-122.362654,0.747975458,-9.809999466,-7.441890615,VFR_alt,305.6941732,0.118639899,1.303290571,1.226118472,0.209043108,9.981114388,-9.809999466,0,0,0,0,0,0.18,0,0,0.02,0,0,0.18,0,0,0,0,0,0.04,0.1,0,0,0,0.04,0.12,0.14,0,0,0.18,0,0
CNL_S24,2024_10_08_10-13-05.jpg,10/8/2024,10:13:05,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.64536585,1.442134146,19.67790049,176,2.388888889,47.6191924,-122.3626755,47.6192082,-122.3626531,12.37077022,-18.45996153,47.61920436,-122.3626714,0.752012193,-9.729999542,-7.366177363,VFR_alt,310.0257579,0.112688011,1.310324276,1.239313193,0.126293089,9.904456139,-9.729999542,0,0,0,0,0,0.12,0,0,0,0.04,0,0.42,0,0,0,0,0,0,0.06,0,0,0,0.02,0.04,0.22,0,0,0.06,0,0.02
CNL_S24,2024_10_08_10-13-14.jpg,10/8/2024,10:13:14,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.59988199,2.323167702,31.59377,181,2.472222222,47.6192014,-122.362669,47.6192111,-122.3626681,12.69396496,-19.5863719,47.61920726,-122.3626863,0.621987581,-9.989999771,-7.496598495,VFR_alt,309.8939176,0.157328704,1.083766239,0.847793888,0.138855772,10.16197395,-9.989999771,0,0,0,0,0,0.06,0,0,0,0,0,0.2,0,0,0.04,0,0,0.06,0.02,0,0,0,0,0.22,0.2,0,0,0.2,0,0
CNL_S24,2024_10_08_10-13-23.jpg,10/8/2024,10:13:23,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.65716049,1.266728395,17.2996821,187,2.555555556,47.6192112,-122.3626796,47.619219,-122.3626787,13.5723772,-20.38251853,47.61921516,-122.3626969,0.709876522,-9.809999466,-7.405076791,VFR_alt,309.0733354,0.087856719,1.236906061,1.104491013,0.064610018,9.988035202,-9.809999466,0,0,0,0,0,0.24,0,0,0,0,0,0.16,0,0,0.02,0,0,0,0.02,0,0,0,0.02,0.06,0.3,0,0.04,0.14,0,0
CNL_S24,2024_10_08_10-13-32.jpg,10/8/2024,10:13:32,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.60065031,2.494601227,33.9280854,193,2.611111111,47.6192148,-122.3626806,47.6192224,-122.3626843,13.95267272,-20.80088902,47.61921854,-122.3627026,0.726687097,-9.869999886,-7.482568351,VFR_alt,314.789545,0.111358907,1.266197214,1.157769501,0.102056045,10.03984833,-9.869999886,0,0,0,0,0,0.08,0,0,0.06,0,0,0.44,0,0,0,0,0,0,0,0,0.02,0,0,0.12,0.14,0,0,0.14,0,0
CNL_S24,2024_10_08_10-13-41.jpg,10/8/2024,10:13:41,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.59927108,3.035903614,41.28520759,198,2.694444444,47.6192225,-122.3626729,47.6192274,-122.3626903,14.51193905,-21.25175238,47.61922357,-122.3627086,0.695421679,-9.929999352,-7.512020635,VFR_alt,321.5598477,0.135760434,1.211719593,1.059758241,0.127031787,10.10135651,-9.929999352,0,0,0,0,0,0.02,0,0,0.02,0,0,0.62,0.06,0,0.04,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0.14,0,0
CNL_S24,2024_10_08_10-13-50.jpg,10/8/2024,10:13:50,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.58831481,3.322037037,45.13998556,207,2.833333333,47.6192371,-122.3626794,47.6192368,-122.3626915,15.55917549,-21.34113741,47.61923299,-122.3627098,0.634753077,-9.960000038,-7.482055386,VFR_alt,329.2909097,0.176976626,1.10600915,0.883118612,0.176317845,10.13785839,-9.960000038,0,0,0,0,0,0.16,0,0,0,0,0,0.34,0,0,0.1,0.02,0,0,0.04,0,0,0,0.02,0.14,0.12,0,0,0.06,0,0
CNL_S24,2024_10_08_10-35-58.jpg,10/8/2024,10:35:58,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.58385366,3.513414634,47.72577805,1297,17.63888889,47.6193324,-122.3627134,47.6193314,-122.3626986,26.07707405,-21.87217617,47.61932759,-122.3627168,0.716158509,-9.269999504,-6.930092667,VFR_alt,173.8309304,0.146249807,1.247851948,1.123896728,0.144558071,9.446931839,-9.269999504,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0,0.04,0.8,0.02,0,0.04,0,0
CNL_S24,2024_10_08_10-36-07.jpg,10/8/2024,10:36:07,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.58948171,2.984512195,40.55671311,1304,17.72222222,47.6193184,-122.3627312,47.6193216,-122.3627028,24.98014736,-22.19231749,47.61931773,-122.3627211,0.666524359,-9.43999958,-7.050820732,VFR_alt,171.0970906,0.107022041,1.161368201,0.973572966,0.113832249,9.610348701,-9.43999958,0,0,0,0,0,0.04,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.04,0,0.46,0,0,0,0,0
CNL_S24,2024_10_08_10-36-16.jpg,10/8/2024,10:36:16,Centennial Park,1,CNL_S24_T1,21,SURFTRAK,13.58898788,3.444484848,46.80154558,1314,17.86111111,47.6193036,-122.3627213,47.6193078,-122.3627052,23.44406605,-22.37078285,47.61930391,-122.3627235,0.681333339,-9.510000229,-7.136142417,VFR_alt,175.7915519,0.128777551,1.187171727,1.017227642,0.15916415,9.684653282,-9.510000229,0,0.04,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.02,0,0,0,0.06,0.02,0.72,0,0,0,0,0
