total_annotations,sugar_kelp,textured_kelp,unknown,red_algae,shell_debris,pebble,soft_sediment,green_algae,hard_substrate,cobble,sargassum,filamentous_brown,coralline_algae,mobile_invert,kelp_bryozoan,anthro_substrate,other_brown_kelp,sessile_invert,kelp_holdfast,smooth_kelp
112588,27418,15319,11301,11004,10996,10369,6904,5454,5143,4498,1600,1143,621,230,225,133,98,84,37,11
