total_annotations,sugar_KE,coland_KE,UNIdent,shell_SU,peb_SU,leaf_RE,SS_SU,ulva_GR,cob_SU,bould_SU,5rib_KE,unk_BR,bullBL_KE,sargass_BR,filam_RE,branch_RE,filam_BR,reef_SU,bushy_RE,crust_CA,senes_AL,unk_RE,KelpBry_SI,senes_RE,bullST_KE,crab_MS,ribbn_KE,SStar_MS,lgshell_SU,cabb_KE,wood_SU,anth_SU,fish_MS,holdfas_BR,concr_SU,encru_SI,fucus_BR,anem_SI,art_CA,metal_SU,broad_KE,HydBry_SI,CucEmb_SI,CaCuc_MS,SponSol_SI,stalk_KE,scallop_SI,surf_SG,gastro_MS,cord_KE,eel_SG,StriAci_BR,undaria_BR
118000,27418,12684,11301,10912,10369,7009,6904,5454,4498,4306,2559,2219,2202,1600,1486,1255,1143,803,782,593,563,472,225,223,168,94,92,91,84,76,62,55,37,37,34,32,30,29,28,16,11,8,6,5,5,5,4,4,3,1,1,1,1
