"key","site","transect","img_name","kelp_bryozoan","soft_sediment","cobble","pebble","unknown","filamentous_brown","kelp_holdfast","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","shell_debris","hard_substrate","anthro_substrate","sessile_invert","mobile_invert","coralline_algae"
"5_1","5","1","2022_9_26_13-11-07_464.jpg",0,0,8,13,8,1,0,0,37,0,3,0,16,4,3,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_256.jpg",0,0,2,15,3,0,0,0,1,1,41,0,26,11,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_744.jpg",0,2,0,0,23,11,0,0,2,0,26,0,15,0,1,0,1,0,2
"5_1","5","1","2022_9_26_13-11-07_424.jpg",0,1,3,17,2,8,0,0,9,0,38,0,9,3,4,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_64.jpg",2,1,0,3,6,0,0,0,53,1,0,0,13,20,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_216.jpg",0,3,0,3,10,0,0,0,1,2,17,0,16,22,9,0,0,1,1
"5_1","5","1","2022_9_26_13-11-07_472.jpg",1,3,6,17,3,0,0,0,15,0,12,0,26,6,1,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_488.jpg",0,0,14,3,8,0,0,0,11,0,31,6,17,2,1,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_0.jpg",0,3,1,0,22,0,0,2,48,0,0,0,4,20,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_408.jpg",0,0,1,0,4,1,0,0,28,0,39,0,19,0,7,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_336.jpg",0,2,14,31,18,0,0,0,2,1,15,0,5,1,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_504.jpg",0,0,0,1,7,2,0,0,59,0,0,0,8,3,7,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_240.jpg",0,1,0,0,16,2,0,0,7,0,33,0,15,2,4,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_328.jpg",0,0,4,44,1,0,0,0,20,5,1,0,13,3,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_320.jpg",2,0,3,38,3,0,0,0,16,1,5,0,10,1,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_512.jpg",0,0,0,0,14,3,0,0,34,0,23,0,5,4,0,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_352.jpg",0,0,9,73,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_480.jpg",0,0,7,7,9,4,0,0,2,0,51,0,13,2,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_360.jpg",0,2,2,49,43,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_448.jpg",0,1,5,34,3,0,0,0,36,0,0,0,2,6,11,0,1,0,0
"5_1","5","1","2022_9_26_13-11-07_16.jpg",0,3,4,6,3,1,0,0,0,1,51,0,15,14,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_40.jpg",3,0,0,1,4,0,0,0,69,1,0,0,9,11,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_576.jpg",2,0,0,6,6,0,1,0,20,10,1,0,20,0,4,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_272.jpg",0,6,7,19,26,0,0,0,13,0,13,0,0,10,1,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_296.jpg",0,5,9,44,9,2,0,0,0,1,5,0,6,4,0,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_632.jpg",0,0,1,0,23,0,0,0,29,2,14,0,21,0,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_304.jpg",0,0,14,21,11,0,0,0,7,5,15,0,12,0,0,0,1,0,0
"5_1","5","1","2022_9_26_13-11-07_496.jpg",0,0,0,0,1,2,0,0,6,0,36,0,53,1,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_376.jpg",0,4,15,35,5,6,0,0,14,0,3,1,11,2,3,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_144.jpg",0,3,0,0,19,0,0,1,8,0,27,0,35,0,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_584.jpg",0,0,3,0,8,0,0,0,32,0,6,0,12,0,13,0,1,0,0
"5_1","5","1","2022_9_26_13-11-07_128.jpg",0,2,2,0,23,4,0,0,25,1,6,0,20,6,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_440.jpg",0,3,11,23,4,0,0,0,36,0,4,0,10,1,1,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_552.jpg",0,0,12,0,26,4,0,0,0,1,31,0,14,1,3,0,0,1,0
"5_1","5","1","2022_9_26_13-11-07_280.jpg",0,1,15,32,19,0,0,0,0,1,5,0,2,14,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_496.jpg",0,0,0,0,1,2,0,0,6,0,36,0,53,1,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_520.jpg",0,0,1,0,9,2,0,0,42,1,30,0,7,3,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_592.jpg",1,0,3,0,1,0,0,0,10,0,61,0,9,0,4,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_600.jpg",0,0,5,0,2,0,0,0,6,1,73,0,4,0,2,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_136.jpg",0,0,1,0,20,6,0,0,23,2,0,0,46,0,0,2,0,0,0
"5_1","5","1","2022_9_26_13-11-07_400.jpg",0,0,2,0,8,7,0,0,35,0,37,0,5,0,1,0,0,0,1
"5_1","5","1","2022_9_26_13-11-07_712.jpg",0,2,1,3,16,0,0,0,4,4,9,0,41,0,5,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_152.jpg",0,2,2,0,11,0,0,0,9,0,3,0,21,7,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_104.jpg",0,2,0,0,17,0,0,5,0,0,0,0,68,2,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_720.jpg",0,2,0,0,13,0,0,0,7,10,23,0,14,1,4,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_80.jpg",3,0,2,0,8,0,0,0,35,0,0,0,38,12,0,0,0,0,0
"5_1","5","1","2022_9_26_13-11-07_392.jpg",0,1,0,3,11,3,0,0,43,0,18,0,10,2,3,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_152.jpg",0,0,0,10,12,0,0,0,67,0,0,0,0,10,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_368.jpg",0,0,2,0,11,0,0,9,17,41,0,0,13,0,4,0,0,0,3
"6_1","6","1","2022_8_15_09-59-38_696.jpg",0,0,2,0,26,0,0,28,3,31,0,0,10,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_312.jpg",0,1,1,1,2,0,0,17,25,32,0,0,13,8,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_320.jpg",0,0,4,4,8,0,0,17,33,2,7,0,22,3,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_536.jpg",0,0,5,1,10,0,0,9,17,49,0,0,8,1,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_288.jpg",0,0,1,11,4,0,0,6,61,5,0,0,1,6,1,0,0,4,0
"6_1","6","1","2022_8_15_09-59-38_384.jpg",0,0,5,0,22,0,0,11,3,19,0,0,32,1,0,0,0,1,2
"6_1","6","1","2022_8_15_09-59-38_328.jpg",0,0,1,3,5,0,0,17,21,24,0,10,15,4,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_8.jpg",0,1,4,73,0,0,0,0,0,3,0,0,6,13,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_144.jpg",0,1,0,7,0,0,0,0,86,0,0,0,0,6,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_88.jpg",0,25,7,2,13,0,0,0,2,3,0,0,25,23,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_0.jpg",0,1,3,70,2,0,0,0,0,3,0,0,9,10,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_600.jpg",0,0,3,3,14,0,0,40,0,21,0,0,5,1,0,0,0,0,1
"6_1","6","1","2022_8_15_09-59-38_352.jpg",0,0,15,4,4,0,0,23,31,9,0,0,13,1,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_232.jpg",0,0,0,0,11,0,0,19,61,0,0,0,5,0,2,0,0,0,2
"6_1","6","1","2022_8_15_09-59-38_32.jpg",0,23,16,9,11,0,0,0,0,4,0,0,5,30,2,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_712.jpg",0,0,2,0,16,0,0,3,0,48,0,0,27,3,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_240.jpg",0,0,3,3,0,0,0,45,44,1,0,0,2,2,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_56.jpg",0,35,4,8,9,0,0,0,0,12,0,0,2,29,1,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_456.jpg",0,0,2,0,5,0,0,21,23,19,4,0,21,0,5,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_48.jpg",0,26,3,5,11,0,0,0,0,7,0,0,22,26,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_376.jpg",0,0,2,0,14,0,0,10,33,24,0,0,17,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_688.jpg",0,0,0,1,29,0,0,22,2,28,0,0,14,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_672.jpg",0,0,1,6,12,0,0,9,28,33,0,0,8,1,0,0,0,1,0
"6_1","6","1","2022_8_15_09-59-38_80.jpg",0,23,7,5,13,0,0,0,0,7,0,0,23,22,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_496.jpg",0,0,0,0,23,3,0,34,2,23,0,0,15,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_736.jpg",0,0,0,0,12,0,0,21,0,22,0,0,43,2,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_568.jpg",0,0,0,0,17,0,0,0,0,67,0,0,15,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_400.jpg",0,0,0,7,3,0,0,18,32,21,0,1,12,0,2,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_208.jpg",0,2,5,9,2,0,0,6,71,3,0,0,0,1,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_216.jpg",0,1,4,0,3,0,0,13,66,2,0,3,6,2,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_480.jpg",0,0,1,0,24,0,0,7,0,51,0,0,17,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_656.jpg",0,0,2,0,12,0,0,34,25,20,0,0,5,0,0,0,0,0,2
"6_1","6","1","2022_8_15_09-59-38_408.jpg",0,0,6,1,12,0,0,5,24,7,0,0,35,1,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_104.jpg",0,12,18,16,3,0,0,0,28,11,0,0,7,5,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_248.jpg",0,0,6,3,3,0,0,8,54,4,0,0,17,3,2,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_96.jpg",0,4,4,2,3,0,0,0,77,1,0,0,1,6,0,0,0,2,0
"6_1","6","1","2022_8_15_09-59-38_704.jpg",0,0,1,0,8,0,0,7,0,59,0,0,21,0,3,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_648.jpg",0,0,2,1,14,0,0,55,10,14,0,0,4,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_512.jpg",0,0,3,1,12,0,0,20,40,19,0,0,5,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_664.jpg",0,0,5,7,12,0,0,25,25,18,0,0,6,1,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_344.jpg",0,0,8,1,7,0,0,34,41,5,0,0,4,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_464.jpg",0,0,0,0,13,0,0,15,28,28,0,3,12,0,1,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_160.jpg",0,3,0,0,0,0,0,0,87,0,0,5,0,2,0,0,0,3,0
"6_1","6","1","2022_8_15_09-59-38_504.jpg",0,0,3,8,17,0,0,21,15,31,0,0,4,1,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_640.jpg",0,0,3,13,10,0,0,8,17,32,0,0,13,4,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_592.jpg",0,0,0,0,10,0,0,8,0,28,0,0,7,0,0,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_296.jpg",0,4,3,7,2,0,0,5,56,4,0,0,9,6,3,0,0,0,0
"6_1","6","1","2022_8_15_09-59-38_176.jpg",0,2,2,1,3,0,0,6,74,0,0,2,4,6,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_176.jpg",0,1,0,73,1,0,0,0,15,3,0,0,2,5,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_256.jpg",0,0,3,0,3,0,0,0,82,2,0,0,1,5,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_48.jpg",0,20,2,1,22,2,0,0,3,9,0,0,7,10,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_0.jpg",0,34,0,0,42,10,0,0,9,2,0,0,3,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_536.jpg",0,0,1,2,1,0,0,0,92,2,0,0,0,1,0,0,0,1,0
"7_1","7","1","2022_8_15_11-59-18_488.jpg",0,1,26,7,7,0,0,0,32,5,12,0,0,7,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_136.jpg",0,0,6,1,8,0,0,0,81,4,0,0,0,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_344.jpg",0,0,11,1,2,0,0,0,79,4,0,0,0,2,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_192.jpg",0,1,5,42,10,3,0,0,0,3,0,0,9,23,4,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_216.jpg",0,5,4,8,4,0,0,0,36,0,0,0,2,41,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_248.jpg",0,8,11,11,12,2,0,0,4,9,0,0,12,21,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_312.jpg",1,1,4,9,8,0,0,0,48,0,11,0,11,5,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_24.jpg",0,49,2,2,13,2,0,0,0,8,0,0,6,3,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_472.jpg",0,2,1,1,5,0,0,0,36,0,5,0,1,22,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_96.jpg",0,12,5,0,11,4,0,0,31,12,0,0,17,4,0,0,3,0,0
"7_1","7","1","2022_8_15_11-59-18_240.jpg",0,6,15,10,12,0,0,0,29,6,0,0,4,12,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_104.jpg",0,40,5,0,10,0,0,0,13,8,0,0,10,9,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_504.jpg",0,2,0,0,1,0,0,0,74,0,20,0,1,2,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_208.jpg",0,8,6,5,9,0,0,0,30,4,0,0,2,34,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_120.jpg",0,3,7,3,6,1,0,0,65,5,0,0,2,6,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_528.jpg",0,12,1,30,1,0,1,0,8,1,8,0,36,1,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_464.jpg",0,13,0,8,8,0,0,0,30,5,2,0,19,14,0,0,0,1,0
"7_1","7","1","2022_8_15_11-59-18_56.jpg",0,12,4,0,8,0,0,0,57,6,0,0,3,5,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_416.jpg",0,10,2,42,2,0,0,0,0,4,0,0,0,40,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_288.jpg",0,2,0,0,9,0,0,0,89,0,0,0,0,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_480.jpg",0,0,0,2,3,0,0,0,73,0,0,0,0,20,0,0,0,1,0
"7_1","7","1","2022_8_15_11-59-18_440.jpg",0,14,1,5,9,0,0,0,18,2,0,0,13,34,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_112.jpg",0,11,33,1,10,1,0,0,0,8,0,0,25,7,0,3,0,1,0
"7_1","7","1","2022_8_15_11-59-18_336.jpg",0,3,5,2,7,0,0,0,37,0,1,0,2,36,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_384.jpg",0,4,3,8,6,0,0,0,67,0,0,0,0,8,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_264.jpg",0,0,5,0,2,1,1,0,71,3,0,0,7,10,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_296.jpg",0,2,0,0,2,0,0,0,92,0,0,0,1,2,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_360.jpg",0,0,2,22,0,0,0,0,9,0,39,0,3,24,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_496.jpg",0,1,23,5,7,0,0,0,52,4,0,0,3,3,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_368.jpg",0,1,1,20,5,0,0,0,8,0,45,0,2,12,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_272.jpg",0,2,13,4,2,1,0,0,49,0,0,0,6,23,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_64.jpg",0,3,0,0,7,0,0,0,80,1,0,0,2,1,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_8.jpg",0,59,0,0,8,16,1,0,4,0,0,0,1,0,0,1,0,0,0
"7_1","7","1","2022_8_15_11-59-18_448.jpg",0,5,0,8,8,1,0,0,55,0,4,0,2,16,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_408.jpg",0,6,2,36,2,0,1,0,5,3,0,0,3,42,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_424.jpg",0,11,4,13,3,0,0,0,1,5,0,0,13,50,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_88.jpg",2,3,0,0,11,3,0,0,56,7,0,0,5,1,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_392.jpg",0,6,1,7,7,0,0,0,55,1,4,0,1,14,0,0,1,0,0
"7_1","7","1","2022_8_15_11-59-18_304.jpg",0,0,14,2,11,0,0,0,50,1,6,0,0,16,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_16.jpg",0,50,1,0,26,0,0,0,11,4,0,0,7,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_168.jpg",0,0,14,55,21,0,0,0,0,4,0,0,6,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_160.jpg",0,0,4,67,22,0,0,0,2,0,0,0,5,0,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_144.jpg",0,3,42,1,2,0,0,0,0,14,0,0,34,1,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_328.jpg",0,1,2,1,5,0,0,0,76,2,0,0,1,9,0,0,0,0,0
"7_1","7","1","2022_8_15_11-59-18_544.jpg",0,0,5,7,6,0,0,0,21,1,26,0,6,21,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_136.jpg",0,18,7,20,22,0,0,0,0,0,0,0,13,3,0,0,3,0,0
"8_1","8","1","2022_10_11_10-06-06_264.jpg",0,24,7,3,29,11,0,0,2,0,0,0,15,0,2,0,0,2,5
"8_1","8","1","2022_10_11_10-06-06_632.jpg",0,14,0,11,6,0,0,0,55,3,0,0,7,4,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_64.jpg",0,3,13,32,25,0,0,0,0,2,0,0,13,8,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_616.jpg",0,15,3,12,12,7,0,0,26,3,0,1,19,2,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_584.jpg",0,32,8,14,22,0,0,0,5,0,0,0,10,1,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_360.jpg",0,22,0,48,2,0,0,0,20,5,0,0,1,2,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_104.jpg",0,13,11,3,16,0,0,0,34,3,0,0,11,2,6,1,0,0,0
"8_1","8","1","2022_10_11_10-06-06_144.jpg",0,16,5,10,6,16,0,0,7,0,0,0,28,10,0,0,0,1,0
"8_1","8","1","2022_10_11_10-06-06_224.jpg",0,9,5,52,12,0,0,0,0,0,0,0,14,3,5,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_208.jpg",0,14,2,59,3,0,0,0,0,1,0,0,21,0,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_424.jpg",0,5,10,19,8,2,1,0,31,4,0,0,13,7,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_232.jpg",0,2,6,56,26,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_328.jpg",0,4,16,54,11,0,0,0,8,0,0,0,3,4,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_248.jpg",0,13,14,15,13,0,0,0,8,1,0,0,36,0,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_312.jpg",0,10,5,49,6,0,0,0,1,3,0,0,6,16,4,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_256.jpg",0,17,12,3,34,3,0,0,0,0,0,0,26,0,2,2,0,0,0
"8_1","8","1","2022_10_11_10-06-06_672.jpg",0,17,13,11,21,0,0,0,4,7,0,0,15,6,6,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_112.jpg",0,16,6,7,11,0,0,0,12,0,0,0,34,3,9,1,0,0,0
"8_1","8","1","2022_10_11_10-06-06_512.jpg",0,7,0,39,31,10,0,0,0,0,0,0,12,0,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_448.jpg",0,14,3,44,14,0,0,0,0,10,0,0,1,1,0,0,0,1,0
"8_1","8","1","2022_10_11_10-06-06_128.jpg",0,19,18,15,16,0,0,0,6,0,1,0,16,9,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_320.jpg",0,2,2,59,20,0,0,0,5,2,0,0,9,1,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_336.jpg",0,9,1,62,0,0,0,0,11,1,0,0,2,10,2,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_160.jpg",0,11,28,23,5,7,0,0,13,0,0,0,3,8,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_376.jpg",0,30,4,22,7,2,0,0,9,5,0,0,9,1,7,0,1,0,0
"8_1","8","1","2022_10_11_10-06-06_576.jpg",0,15,5,21,22,10,0,0,10,3,0,0,7,4,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_8.jpg",0,10,6,39,17,0,0,0,0,6,0,0,2,12,3,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_656.jpg",0,10,4,22,22,0,0,2,11,5,0,0,12,5,1,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_344.jpg",0,5,4,13,30,0,0,0,21,0,0,0,14,8,2,3,0,0,0
"8_1","8","1","2022_10_11_10-06-06_24.jpg",0,8,7,32,42,0,0,0,1,0,0,0,1,9,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_592.jpg",0,5,13,57,15,0,0,0,1,0,0,0,3,3,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_648.jpg",1,0,2,11,11,0,0,0,33,11,0,0,7,2,11,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_192.jpg",0,17,4,32,11,0,0,0,2,1,0,0,17,13,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_520.jpg",0,26,31,27,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"8_1","8","1","2022_10_11_10-06-06_416.jpg",0,17,1,14,28,1,0,0,14,4,0,0,5,6,0,6,0,0,0
"8_1","8","1","2022_10_11_10-06-06_88.jpg",0,23,4,12,15,4,0,0,5,5,0,0,16,3,2,4,0,0,0
"8_1","8","1","2022_10_11_10-06-06_152.jpg",0,6,7,14,45,0,0,0,0,0,0,0,15,10,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_48.jpg",0,18,4,33,20,0,0,0,0,3,0,0,13,3,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_480.jpg",0,26,1,21,32,5,0,0,0,1,0,0,3,3,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_352.jpg",0,18,1,11,9,0,0,0,28,12,0,0,10,6,0,2,0,0,0
"8_1","8","1","2022_10_11_10-06-06_528.jpg",0,58,10,21,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_608.jpg",0,2,11,18,22,3,0,0,23,1,0,0,11,8,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_664.jpg",0,26,8,27,16,0,0,0,7,4,0,0,1,11,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_272.jpg",0,8,32,1,24,0,0,0,4,0,0,0,17,3,2,4,0,1,4
"8_1","8","1","2022_10_11_10-06-06_456.jpg",0,17,3,22,11,5,0,0,17,2,7,0,13,2,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_304.jpg",0,5,13,42,6,0,0,0,13,0,0,0,15,6,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_384.jpg",0,13,3,12,25,3,0,0,14,2,0,0,17,2,0,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_640.jpg",0,0,6,15,14,4,0,0,22,1,0,0,13,1,5,0,0,0,0
"8_1","8","1","2022_10_11_10-06-06_568.jpg",0,6,3,21,26,8,0,0,7,1,0,0,13,6,0,0,0,0,0
